包含以下主要手术或操作：
00.0300 周围血管治疗性超声
37.4900x001 心包修补术
37.4900x002 心脏破裂修补术
37.4900x005 心室修补术
37.4903 心房折叠术
37.7401 心外膜电极置入术
37.7402 心外膜电极置换术
37.7501 心脏起搏器电极调整术
37.7600x002 导线[电极]置换术
37.7701 心脏电极去除术
37.7800 暂时性经静脉起搏器系统的置入
37.7900x003 脉冲发生器复位术
37.7900x004 循环记录器置入术(心电记录系统植~~入术)
37.8000x001 永久起搏器置入术
37.9100 开胸心脏按摩
38.0200x002 颈动脉探查术
38.0200x003 颈内静脉血栓切除术
38.0201 颈动脉取栓术
38.0400x001 腹主动脉血栓切除术
38.0500x002 肺动脉探查术
38.0501 锁骨下动脉取栓术
38.0502 上腔静脉取栓术
38.0503 肺动脉取栓术
38.0600x001 肠系膜上动脉血栓切除术
38.0700x001 肠系膜上静脉血栓切除术
38.0700x003 门静脉探查术
38.0703 肾静脉取栓术
38.0704 门静脉取栓术
38.0800x003 下肢动脉探查术
38.0900x001 下肢静脉血栓切除术
38.0900x002 下肢静脉探查术
38.0901 股静脉取栓术
38.0902 腘静脉取栓术
38.1000x002 动脉内膜剥脱术
38.1200x003 颈动脉内膜剥脱术
38.1201 颈动脉内膜切除术
38.1202 颈动脉内膜切除伴补片修补术
38.1400x001 主动脉内膜剥脱术
38.1401 主动脉内膜切除伴补片修补术
38.1402 腹主动脉内膜切除术
38.1500x001 肺动脉内膜剥脱术
38.1501 肺动脉内膜切除术
38.1600x002 髂动脉内膜剥除术
38.1600x005 髂动脉内膜剥脱伴补片修补术
38.1601 肾动脉内膜切除伴补片修补术
38.1602 髂动脉内膜切除术
38.1603 髂动脉内膜切除伴补片修补术
38.1800x001 股动脉内膜剥脱术
38.1800x002 股动脉内膜剥脱伴血栓切除术
38.1800x003 腘动脉内膜剥脱伴补片修补术
38.1800x004 腘动脉内膜剥脱术
38.1800x005 下肢动脉内膜剥脱伴血栓切除术
38.1800x006 胫腓动脉内膜剥脱伴补片修补术
38.1800x007 股动脉内膜剥脱伴补片修补术
38.1801 股动脉内膜切除术
38.1802 股动脉内膜切除伴补片修补术
38.1803 腘动脉内膜切除术
38.1804 腘动脉内膜切除伴补片修补术
38.3000 血管部分切除术伴吻合术
38.3100 颅内血管部分切除伴吻合术
38.3100x001 脑血管切除伴吻合术
38.3101 颅内血管畸形切除伴吻合术
38.3202 颈动脉部分切除伴吻合术
38.3501 肺动脉部分切除伴吻合术
38.3800 下肢动脉部分切除术伴吻合术
38.4200x001 颈动脉部分切除伴颈总-颈内动脉人~~工血管搭桥术
38.4200x002 颈总动脉切除伴自体血管移植术
38.4200x003 颈动脉部分切除伴颈总-颈内动脉自~~体血管搭桥术
38.4300x002 桡动脉部分切除伴桡尺动脉自体血管~~移植术
38.4400x001 腹主动脉部分切除伴人工血管置换术
38.4500x001 上腔静脉部分切除伴人工血管补片修~~补术
38.4500x003 上腔静脉部分切除伴人工血管置换术
38.4500x010 全主动脉弓人工血管置换术
38.4500x011 支架象鼻术
38.4500x013 升主动脉部分切除伴人工血管置换术
38.4500x014 胸主动脉部分切除伴人工血管置换术
38.4503 主动脉瓣和升主动脉置换和冠脉移植术~~（Bentall 手术）
38.4506 主动脉瓣和升主动脉置换术（Cabrol 手术）
38.4600x001 髂动脉部分切除术伴人工血管置换术
38.4700x001 下腔静脉部分切除伴人工血管置换术
38.4701 门静脉瘤切除伴置换术
38.4702 下腔静脉部分切除伴置换术
38.4900x001 下肢静脉部分切除伴人工血管置换术
38.6302 上肢血管病损切除术
38.6700x003 门静脉部分切除术
38.6701 下腔静脉病损切除术
38.6702 门静脉病损切除术
38.6704 肝静脉病损切除术
38.6800x002 下肢动脉病损切除术
38.6801 腘动脉瘤切除术
38.6802 股动脉瘤切除术
38.6901 下肢静脉病损切除术
38.7x01 腔静脉结扎术
38.7x02 腔静脉折叠术
38.7x03 上腔静脉滤器置入术
38.7x04 下腔静脉滤器置入术
38.8100x004 椎动脉结扎术
38.8101 颅内血管畸形夹闭术
38.8200x003 颈内动脉结扎术
38.8200x005 颈内静脉结扎术
38.8200x006 颈前静脉结扎术
38.8200x007 颈总动脉结扎术
38.8200x008 颈外动脉结扎术
38.8200x011 乳突导血管封闭术
38.8202 颈静脉结扎术
38.8203 舌动脉结扎术
38.8300x004 上肢血管结扎术
38.8301 尺动脉结扎术
38.8302 肱动脉结扎术
38.8303 桡动脉结扎术
38.8500x001 动脉导管结扎术
38.8500x010 胸壁血管结扎术
38.8500x012 动脉导管未闭切断缝合术
38.8500x013 体-肺动脉侧支结扎术
38.8500x016 奇静脉结扎术
38.8501 肺动脉环缩术
38.8502 肺动脉结扎术
38.8503 肋间动脉结扎术
38.8504 锁骨下动脉结扎术
38.8600x004 腹壁血管结扎术
38.8600x005 腹膜血管结扎术
38.8601 大网膜动脉结扎术
38.8602 胃动脉结扎术
38.8603 胆囊动脉结扎术
38.8604 肠系膜动脉结扎术
38.8605 肝动脉结扎术
38.8606 脾动脉结扎术
38.8607 髂动脉结扎术
38.8609 子宫动脉结扎术
38.8700x001 腹部静脉结扎术
38.8700x002 卵巢动静脉高位结扎术
38.8700x008 子宫动静脉高位结扎术
38.8700x009 腹腔镜下卵巢动静脉高位结扎术
38.8701 肠系膜静脉结扎术
38.8702 子宫静脉高位结扎术
38.8704 门静脉结扎术
38.8800x002 髂内动脉结扎术
38.8801 下肢动脉结扎术
38.8901 下肢静脉结扎术
38.9100 动脉导管插入术
38.9100x601 肝动脉插管术
38.9200 脐静脉导管插入术
38.9300 静脉导管插入术
38.9300x201 颈静脉插管术
38.9300x701 肝静脉插管术
38.9300x702 肾静脉插管术
38.9300x901 大隐静脉插管术
38.9502 为肾透析的临时静脉插管术
38.9700x002 引导下中心静脉置管术
38.9800x001 动脉穿刺术
38.9800x801 股动脉穿刺术
38.9900x002 静脉穿刺术
38.9900x501 锁骨下静脉穿刺术
38.9900x901 股静脉穿刺术
39.1x00x013 胃冠状静脉-肾静脉吻合术
39.2200x001 降主动脉-锁骨下动脉人工血管搭桥~~术
39.2200x002 颈外动脉-颈内动脉人工血管搭桥术
39.2200x003 颈总动脉-肱动脉自体血管搭桥术
39.2200x004 颈总动脉-锁骨下动脉搭桥术
39.2200x005 颈总动脉-腋动脉自体血管搭桥术
39.2200x006 颈总动脉-腋动脉人工血管搭桥术
39.2200x008 升主动脉-颈总动脉人工血管搭桥术
39.2200x009 升主动脉-锁骨下动脉人工血管搭桥~~术
39.2200x010 升主动脉-腋动脉人工血管搭桥术
39.2200x011 锁骨下动脉-肱动脉自体血管搭桥术
39.2200x012 主动脉-颈动脉人工血管搭桥术
39.2200x014 锁骨下动脉-肱动脉人工血管搭桥术
39.2200x015 升主动脉-头臂血管人工血管搭桥术
39.2200x016 升主动脉-无名动脉人工血管搭桥术
39.2200x018 颈外动脉-颈内动脉自体血管搭桥术
39.2200x019 颈总动脉-肱动脉人工血管搭桥术
39.2200x021 主动脉-锁骨下动脉-颈动脉搭桥术
39.2300x003 肺动脉融合术
39.2500x001 腹主动脉-股动脉-髂动脉人工血管搭~~桥术
39.2500x002 腹主动脉-股动脉人工血管搭桥术
39.2500x003 腹主动脉-髂动脉人工血管搭桥术
39.2500x004 腹主动脉-双侧髂动脉人工血管搭桥~~术
39.2500x005 髂动脉-股动脉人工血管搭桥术
39.2500x006 髂动脉-腘动脉人工血管搭桥术
39.2500x007 升主动脉-股动脉人工血管搭桥术
39.2500x008 升主动脉-双股动脉人工血管搭桥术
39.2500x009 髂动脉-股动脉-腘动脉人工血管搭桥~~术
39.2500x010 髂动脉-股动脉-腘动脉自体血管搭桥~~术
39.2500x011 髂动脉-股动脉人工血管-腘动脉自体~~血管搭桥术
39.2500x012 髂动脉-股动脉自体血管搭桥术
39.2500x013 髂动脉-腘动脉自体血管搭桥术
39.2600x001 腹主动脉-肠系膜上动脉人工血管搭~~桥术
39.2600x002 髂总动脉-肠系膜上动脉搭桥术
39.2600x003 髂总动脉-髂外动脉搭桥术
39.2600x004 肾动脉-股动脉人工血管搭桥术
39.2600x006 升主动脉-腹主动脉人工血管搭桥术
39.2600x007 髂动脉-髂动脉人工血管搭桥术
39.2600x008 腹主动脉-腹腔干动脉搭桥术
39.2600x009 髂总动脉-腹腔干动脉人工血管搭桥~~术
39.2600x010 肾动脉-股动脉自体血管搭桥术
39.2605 肾动脉-脾动脉搭桥术
39.2700x001 为肾透析的动静脉造瘘术
39.2700x002 为肾透析的动静脉人工血管搭桥术
39.2700x003 为肾透析的人工血管造瘘术
39.2700x004 为肾透析的移植血管造瘘术
39.2800x002 颞肌贴敷术
39.2801 颞浅动脉-大脑中动脉搭桥术
39.2900x001 大隐静脉-肱动脉搭桥术
39.2900x002 大隐静脉-股动脉搭桥术
39.2900x003 股动脉-腓动脉自体血管搭桥术
39.2900x004 股动脉-腘动脉自体血管搭桥术
39.2900x005 股动脉-腘动脉人工血管搭桥术
39.2900x011 颈内静脉-股静脉搭桥术
39.2900x012 颈外静脉-颈内静脉搭桥术
39.2900x013 颈内静脉-锁骨下静脉自体血管搭桥~~术
39.2900x015 髂静脉-股静脉自体血管搭桥术
39.2900x017 腋动脉-腋动脉人工血管搭桥术
39.2900x019 腋动脉-股动脉人工血管搭桥术
39.2900x024 肱动脉分支-肱动脉主干人工血管搭~~桥术
39.2900x025 肱动脉-头静脉人工血管搭桥术
39.2900x026 腘动脉-胫动脉自体血管搭桥术
39.2900x027 股动脉-胫腓动脉干搭桥术
39.2900x028 股静脉-股静脉人工血管搭桥术
39.2900x030 腋动脉-腘动脉人工血管搭桥术
39.2900x031 股动脉-股动脉人工血管搭桥术
39.2900x032 股动脉-股动脉自体血管搭桥术
39.2900x034 股动脉-腘动脉-腓动脉自体血管搭~~桥术
39.2900x036 股动脉-腘动脉-胫后动脉自体血管~~搭桥术
39.2900x038 股动脉-腘动脉-胫前动脉自体血管~~搭桥术
39.2900x042 股动脉-胫后动脉自体血管搭桥术
39.2900x043 股动脉-胫前动脉自体血管搭桥术
39.2900x046 腘动脉-腓动脉自体血管搭桥术
39.2900x047 腘动脉-胫后动脉自体血管搭桥术
39.2900x048 腘动脉-胫前动脉自体血管搭桥术
39.2900x049 腋动脉-双股动脉人工血管搭桥术
39.2902 股动脉-股动脉搭桥术
39.2905 肱动脉-头静脉搭桥术
39.2906 股动脉-腓动脉搭桥术
39.2907 股动脉-腘动脉搭桥术
39.2908 股动脉-胫动脉搭桥术
39.2912 腘动脉-胫动脉搭桥术
39.2915 腋动脉-肱动脉搭桥术
39.2916 腘动脉-腘动脉搭桥术
39.3100 动脉缝合术
39.3100x002 肱动脉修补术
39.3100x004 股动脉修补术
39.3100x005 颈总动脉修补术
39.3100x006 肋间动脉修补术
39.3100x007 桡动脉修补术
39.3100x009 足背动脉修补术
39.3100x010 尺动脉吻合术
39.3101 胫动脉缝合术
39.3102 股动脉缝合术
39.3104 肋间动脉缝合术
39.3105 足背动脉缝合术
39.3111 腘动脉缝合术
39.3112 肱动脉缝合术
39.3113 桡动脉缝合术
39.3200 静脉缝合术
39.3200x004 门静脉缝合术
39.3200x006 头静脉缝合术
39.3201 肠系膜静脉缝合术
39.3203 下腔静脉缝合术
39.3204 颈静脉缝合术
39.3206 股静脉缝合术
39.3207 肝静脉缝合术
39.4901 上腔静脉滤器取出术
39.4902 下腔静脉滤器取出术
39.4903 体-肺分流再校正术
39.5000x011 下腔静脉球囊扩张成形术
39.5000x013 锁骨下静脉球囊扩张成形术
39.5000x014 主动脉球囊扩张成形术
39.5000x015 肺动脉球囊扩张成形术
39.5000x019 头臂静脉球囊扩张成形术
39.5000x021 上腔静脉球囊扩张成形术
39.5000x024 肝动脉球囊扩张成形术
39.5000x025 上肢静脉球囊扩张成形术
39.5000x026 下肢静脉球囊扩张成形术
39.5000x027 肺动脉分支球囊扩张成形术
39.5000x029 髂总动脉球囊扩张成形术
39.5000x030 髂外动脉球囊扩张成形术
39.5001 锁骨下动脉球囊血管成形术
39.5002 肾动脉球囊血管成形术
39.5004 股动脉球囊血管成形术
39.5005 髂动脉球囊血管成形术
39.5006 肝静脉球囊血管成形术
39.5007 髂静脉球囊血管成形术
39.5008 无名动脉球囊血管成形术
39.5009 腘动脉球囊血管成形术
39.5010 腹主动脉球囊血管成形术
39.5011 胫动脉球囊血管成形术
39.5013 桡动脉球囊血管成形术
39.5014 腋动脉球囊血管成形术
39.5015 腓动脉球囊血管成形术
39.5016 肱动脉球囊血管成形术
39.5100 钳夹动脉瘤
39.5106 椎动脉瘤夹闭术
39.5202 动脉瘤缝扎术
39.5601 动脉组织补片修补术
39.5602 静脉组织补片修补术
39.5700x003 主动脉补片修补术
39.5701 静脉合成补片修补术
39.5702 动脉合成补片修补术
39.5900x001 动脉修补术
39.5900x002 肺动脉修补术
39.5900x003 肝静脉成形术
39.5900x004 股动脉成形术
39.5900x005 腘静脉修补术
39.5900x006 颈内动脉成形术
39.5900x007 静脉修补术
39.5900x008 髂动脉成形术
39.5900x009 上腔静脉成形术
39.5900x010 肾动脉成形术
39.5900x011 无名动脉成形术
39.5900x012 主动脉-肺动脉开窗术
39.5900x013 颞浅动脉贴敷术
39.5900x015 肺静脉成形术
39.5900x016 升主动脉成形术
39.5900x018 主动脉成形术
39.5900x019 股静脉环缩术
39.5900x020 肺静脉再植入术
39.5900x021 股静脉瓣膜环缩术
39.5900x023 体静脉狭窄矫治术
39.5900x024 血管修补术
39.5900x025 烟囱技术肠系膜上动脉重建术
39.5900x026 烟囱技术髂内动脉重建术
39.5900x027 烟囱技术肾动脉重建术
39.5900x028 烟囱技术颈总动脉重建术
39.5900x029 烟囱技术锁骨下动脉重建术
39.5900x030 主动脉弓成形术
39.5900x031 胸腔镜下肺动脉修补术
39.7100x004 腹主动脉栓塞术
39.7101 腹主动脉支架置入术
39.7102 腹主动脉覆膜支架腔内隔绝术
39.7103 腹主动脉分支覆膜支架置入术
39.7200x001 颈静脉支架置入术
39.7200x004 颈内动脉栓塞术
39.7200x005 颈动脉栓塞术
39.7200x018 颈动静脉瘘栓塞术
39.7202 颈部血管内修补或闭合术
39.7203 经导管颅内动脉瘤栓塞术
39.7209 经导管颅内血管栓塞术
39.7213 经导管椎动脉栓塞术
39.7216 经导管颈内动脉海绵窦瘘栓塞术
39.7300x003 主动脉覆膜支架腔内隔绝术
39.7300x004 胸主动脉覆膜支架置入术(腋-腋、腋- 颈、腋-腋-颈)[HYBRID 复合手术]
39.7301 胸主动脉支架置入术
39.7302 胸主动脉分支覆膜支架置入术
39.7303 胸主动脉覆膜支架腔内隔绝术
39.7400x002 经皮颅内动脉取栓术
39.7400x004 经皮颈动脉取栓术
39.7503 经导管颅内动脉瘤裸弹簧圈栓塞术
39.7800x001 胸主动脉开窗分支覆膜支架置入术
39.7800x002 腹主动脉开窗分支覆膜支架置入术
39.7800x006 主动脉瘤支架置入术
39.7800x010 主动脉伞堵术
39.7900x007 髂动脉瘤覆膜支架置入术
39.7900x009 甲状腺动脉栓塞术
39.7900x011 肺动脉栓塞术
39.7900x013 锁骨下动脉栓塞术
39.7900x014 体-肺动脉侧支封堵术
39.7900x015 奇静脉封堵术
39.7900x017 结肠动脉栓塞术
39.7900x019 髂动脉栓塞术
39.7900x020 肾动脉栓塞术
39.7900x021 腰动脉栓塞术
39.7900x022 精索静脉栓塞术
39.7900x023 卵巢静脉栓塞术
39.7900x024 盆腔静脉栓塞术
39.7900x025 股动脉栓塞术
39.7900x027 臀下动脉栓塞术
39.7900x517 肺动静脉瘘栓塞术
39.7900x809 下肢静脉滤器置入术
39.7901 经导管肾血管栓塞术
39.7902 经导管支气管动脉栓塞术
39.7903 经导管肝动脉栓塞术
39.7904 经导管脾动脉栓塞术
39.7906 经导管髂内动脉栓塞术
39.9000 周围（非冠状的）血管非药物洗脱支架置~~入
39.9000x010 脾动脉支架置入术
39.9000x011 髂静脉支架置入术
39.9000x012 锁骨下静脉支架置入术
39.9000x016 下肢静脉支架置入术
39.9000x017 尺动脉支架置入术
39.9000x019 股动脉覆膜支架置入术
39.9000x020 尺动脉非药物洗脱支架置入术
39.9000x021 腓动脉非药物洗脱支架置入术
39.9000x022 肺动脉支架置入术
39.9000x023 肱动脉非药物洗脱支架置入术
39.9000x024 肱动脉支架置入术
39.9000x025 腘动脉覆膜支架置入术
39.9000x026 动脉导管支架置入术
39.9000x027 肺动脉带瓣支架植入术
39.9000x028 髂动脉覆膜支架置入术
39.9000x029 桡动脉非药物洗脱支架置入术
39.9000x030 桡动脉支架置入术
39.9000x031 上肢动脉覆膜支架置入术
39.9000x032 上肢静脉非药物洗脱支架置入术
39.9000x033 上肢静脉支架置入术
39.9000x034 锁骨下动脉覆膜支架置入术
39.9000x035 头臂静脉非药物洗脱支架置入术
39.9000x036 无名动脉覆膜支架置入术
39.9000x037 肺动脉分支支架置入术
39.9001 肠系膜上动脉支架置入术
39.9003 门静脉支架置入术
39.9004 髂动脉支架置入术
39.9005 上腔静脉支架置入术
39.9006 肝静脉支架置入术
39.9007 无名动脉支架置入术
39.9008 锁骨下动脉支架置入术
39.9009 股动脉支架置入术
39.9010 下腔静脉支架置入术
39.9011 胫动脉支架置入术
39.9012 肝动脉支架置入术
39.9013 腘动脉支架置入术
39.9015 腓动脉支架置入术
39.9016 肾动脉支架置入术
39.9100x003 下腔静脉粘连松解术
39.9500 血液透析
39.9500x007 连续性肾脏替代治疗[CRRT]
39.9600x003 血液灌流
39.9800x001 伤口止血术
39.9801 手术后伤口止血术
40.2900x008 颌下淋巴结切除术
40.2902 肺门淋巴结切除术
40.2906 腹腔淋巴结切除术
40.2908 肠系膜淋巴结切除术
40.6100 胸导管套管置入术
40.6200 胸导管造瘘术
40.6300 胸导管瘘口闭合术
40.6301 胸腔镜淋巴瘘修补术
40.6400 胸导管结扎术
40.6900x002 胸导管-颈外静脉吻合术
40.6900x003 胸导管狭窄扩张术
40.6900x004 胸导管成形术
40.6901 胸导管颈内静脉吻合术
40.9x00x003 周围淋巴管-小静脉吻合术
40.9x00x004 淋巴干-小静脉吻合术
40.9x00x005 腰淋巴干-小静脉吻合术
40.9x00x006 髂淋巴干-小静脉吻合术
40.9x00x007 肠淋巴干-小静脉吻合术
40.9x00x008 淋 巴 水 肿 矫 正 Homans-Macey 手 术~~[Homan 手术]
40.9x00x009 淋巴水肿矫正 Charles 手术[Charles 手~~术]
40.9x00x010 淋 巴 水 肿 矫 正 Thompson 手 术~~[Thompson 手术]
40.9x00x011 腹膜后淋巴管横断结扎术
40.9x00x012 髂淋巴干横断结扎术
40.9x00x013 淋巴管瘘结扎术
40.9x00x014 淋巴管瘘切除术
40.9x00x015 淋巴管瘘粘连术
40.9x00x016 淋巴管瘤注射术
40.9x00x017 淋巴水肿抽吸术
40.9x01 腹腔淋巴管修补术
40.9x02 周围淋巴管结扎术
40.9x03 周围淋巴管闭合术
40.9x04 周围淋巴管扩张术
40.9x05 周围淋巴管吻合术
40.9x06 周围淋巴管移植术
40.9x07 周围淋巴管重建术
40.9x08 淋巴水肿矫正术
40.9x09 淋巴管静脉吻合术
41.1x00 脾穿刺
41.2x02 脾切开引流术
41.2x03 腹腔镜脾切开引流术
41.3800x001 骨髓穿刺术
41.4301 腹腔镜脾部分切除术
41.9300 副脾切除术
41.9301 腹腔镜副脾切除术
41.9400 脾移植术
41.9502 脾固定术
41.9503 脾缝合术
41.9504 腹腔镜脾修补术
42.0901 食管切开异物取出术
42.0902 食管切开探查术
42.1100 颈部食管造口术
42.1200 食管憩室外置术
42.1901 胸部食管造口术
42.3200x003 食管病损氩气刀治疗术
42.3201 食管病损切除术
42.3310 内镜食管出血止血术
42.4100 部分食管切除术
42.4100x008 食管内翻拔脱术
42.4101 胸腹联合切口食管部分切除术
42.4102 颈胸腹三切口食管部分切除术
42.4103 胸腔镜食管部分切除术
42.4103 胸腔镜食管部分切除术
42.4104 胸腔镜颈腹切口食管部分切除术
42.4201 胸腹联合切口全食管切除术
42.4202 颈胸腹三切口全食管切除术
42.4203 胸腔镜全食管切除术
42.5100 胸内食管食管吻合术
42.5200 胸内食管胃吻合术
42.5200x005 胸内食管-胃颈部吻合术
42.5201 食管胃弓上吻合术
42.5202 食管胃弓下吻合术
42.5300x001 胸内空肠代食管术
42.5500x001 胸内结肠代食管术
42.5801 人工食管建造术
42.5802 胃-咽吻合术
42.5803 胃-喉吻合术
42.5900x001 食管-空肠弓上吻合术
42.6100 胸骨前食管食管吻合术
42.6200 胸骨前食管胃吻合术
42.6300 胸骨前食管吻合术伴小肠间置术
42.6400x002 胸骨前食管-小肠吻合术
42.6401 胸骨前食管十二指肠吻合术
42.6402 胸骨前食管回肠吻合术
42.6403 胸骨前食管空肠吻合术
42.6500 胸骨前食管吻合术伴结肠间置术
42.6601 胸骨前食管结肠吻合术
42.7x00x001 食管贲门肌层切开术
42.7x01 改良食管肌层切开术[改良 Heller 手术]
42.7x02 腹腔镜食管贲门肌层切开术
42.7x04 胸腔镜食管肌层切开术
42.8100 食管置入永久性管
42.8101 内镜下食管支架置入术
42.8200 食管裂伤缝合术
42.8300 食管造口闭合术
42.8400 食管瘘修补术
42.8501 食管吻合口狭窄修补术
42.8502 食管镜食管狭窄整复术
42.9200x007 内镜下贲门括约肌切开术(POEM)
42.9200x008 内镜下胃咽吻合口扩张术
43.0x03 腹腔镜下胃切开异物取出术
43.3x00x003 幽门环肌层切开术
43.3x00x004 幽门肌层切开术
43.3x01 腹腔镜下幽门肌层切开术
43.5x01 胃大部切除伴食管胃吻合术
43.5x02 贲门切除伴食管胃弓下吻合术
43.5x03 腹腔镜下胃大部切除伴食管-胃吻合术
43.7x01 残胃部分切除伴胃空肠吻合术
43.7x02 胃肠吻合口切除伴胃空肠吻合术
43.8202 腹腔镜胃楔形切除术
43.8902 胃底横断术
43.9102 腹腔镜辅助全胃切除伴空肠间置术
43.9902 残胃切除，食管空肠吻合术
43.9904 腹腔镜辅助全胃切除伴食管-十二指肠吻~~合术
44.0100 迷走神经干切断术
44.0200 高选择性迷走神经切断术
44.0200x002 壁细胞迷走神经切断术
44.0300x001 选择性迷走神经切断术
44.2100x001 幽门切开扩张术
44.2100x002 幽门括约肌切开术
44.2200x001 胃镜下胃-肠吻合口扩张术
44.2200x001 胃镜下胃-肠吻合口扩张术
44.2200x003 内镜下食管胃吻合口扩张术
44.2200x004 内镜下胃肠吻合口支架植入术
44.2900x001 幽门成形术
44.2901 幽门粘连松解术
44.3801 腹腔镜下胃空肠吻合术
44.3802 腹腔镜下胃十二指肠吻合术
44.3803 腹腔镜下幽门旷置术
44.3804 腹腔镜下胃转流术（LRYGB)
44.3900x003 胃-十二指肠吻合术
44.3901 胃转流术[胃-肠搭桥吻合术]
44.3902 胃十二指肠吻合术（旁路）
44.3903 胃空肠吻合术（旁路）
44.3904 幽门旷置术
44.4100x008 胃溃疡穿孔修补术
44.4101 胃溃疡修补术
44.4102 腹腔镜胃溃疡穿孔修补术
44.4200x001 腹腔镜下十二指肠溃疡穿孔修补术
44.4200x003 十二指肠溃疡穿孔修补术
44.4201 十二指肠溃疡修补术
44.4202 腹腔镜十二指肠溃疡修补术
44.4400x005 胃十二指肠动脉栓塞术
44.4401 十二指肠动脉栓塞术
44.4403 经导管胃动脉栓塞术
44.4901 胃切开止血术
44.4902 十二指肠切开止血术
44.5x01 胃肠吻合口修补术
44.5x02 食管胃吻合口成形术
44.6301 胃结肠瘘修补术
44.6302 胃空肠瘘修补术
44.6401 腹腔镜下胃固定术
44.6500 胃十二指肠成形术
44.6500x003 胸腔镜下贲门松解术
44.6501 贲门成形术
44.6801 腹腔镜垂直束带胃成形术（VBG）
44.9100x001 贲门周围血管离断术
44.9100x002 门奇静脉断流术[食管-胃底静脉结扎~~术]
44.9100x005 腹腔镜下胃静脉曲张离断术
44.9101 胃底静脉结扎术
44.9501 腹腔镜下可调节胃束带术（LAGB）
44.9502 垂直绑带式胃减容术(VGB)
44.9601 腹腔镜可调节胃束带置换术
44.9602 腹腔镜可调节胃束带修正术
44.9701 腹腔镜可调节胃束带去除术
44.9801 腹腔镜可调节胃束带放松术
44.9802 腹腔镜下可调节胃束带紧缩术
45.0101 十二指肠切开异物取出术
45.0102 十二指肠切开取石术
45.0200x001 空肠切开取石
45.0202 小肠切开取石术
45.0204 腹腔镜小肠切开减压术
45.0300x003 横结肠切开引流术
45.0301 大肠切开取石术
45.0303 大肠切开减压术
45.3101 十二指肠病损切除术
45.3102 十二指肠憩室切除术
45.3200x001 十二指肠病损破坏术
45.3300x006 空肠病损切除术
45.3301 小肠病损切除术
45.3302 小肠憩室切除术
45.3303 腹腔镜小肠病损切除术
45.4100x001 大肠病损切除术
45.4101 结肠病损切除术
45.4102 横结肠病损切除术
45.4103 降结肠病损切除术
45.4104 乙状结肠病损切除术
45.4105 盲肠病损切除术
45.4107 升结肠病损切除术
45.4108 盲肠憩室切除术
45.4200x003 纤维结肠镜下结肠息肉切除术
45.4201 内镜下乙状结肠息肉切除术
45.4900x001 大肠病损破坏术
45.4900x003 结肠病损高频电凝术
45.4900x005 结肠病损激光烧灼术
45.4901 结肠袋形缝合术
45.5100x001 回肠部分切除用于间置术
45.5101 小肠部分切除用于间置术
45.5201 结肠部分切除术用于间置术
45.6200x001 腹腔镜下回肠部分切除术
45.6200x002 腹腔镜下空肠部分切除术
45.6208 腹腔镜下小肠部分切除术
45.7201 回盲部分切除术
45.7304 升结肠切除术
45.7500 左半结肠切除术
45.7501 左半结肠根治性切除术
45.7900x001 结肠次全切除术
45.7902 小肠结肠部分切除术
45.8100x001 腹腔镜下结肠次全切除术
45.9101 空肠空肠吻合术
45.9102 回肠回肠吻合术
45.9308 空肠-降结肠吻合术
45.9309 空肠-升结肠吻合术
45.9404 结肠-直肠吻合术
45.9408 升结肠-直肠吻合术
45.9501 结肠-肛门吻合术
46.0102 襻式回肠造口术
46.0300x004 结肠旷置术
46.0301 肠外置术（一期）
46.0302 襻式结肠造口术
46.0402 结肠襻切除术
46.1000 结肠造口术
46.1100x002 腹腔镜下结肠暂时性造口术
46.1400 结肠造口的延迟性切开
46.2301 腹腔镜永久性回肠造口术
46.3903 输入襻造口术
46.4101 回肠造口修复术
46.4102 空肠造口修复术
46.4103 回肠造口周围疝修补术
46.4201 腹腔镜结肠造口周围疝修补术
46.4202 腹腔镜结肠造口周围疝无张力成形术
46.4301 结肠造口修复术
46.4303 降结肠造口修复术
46.6200x003 小肠排列术
46.6200x004 小肠外排列术
46.6201 小肠折叠术[Noble 手术]
46.6301 盲肠-升结肠固定术
46.6302 乙状结肠-腹壁固定术[Moschowitz 手术]
46.6401 盲肠固定术
46.6402 乙状结肠固定术
46.6403 结肠固定术
46.7303 腹腔镜小肠裂伤修补术
46.7401 小肠-小肠吻合口瘘修补术
46.7402 小肠-大肠吻合口瘘修补术
46.7404 小肠腹壁瘘切除术
46.7405 小肠-乙状结肠瘘切除术
46.7506 腹腔镜下结肠裂伤修补术
46.7604 腹腔镜下结肠瘘修补术
46.7901 肠穿孔修补术
46.7903 小肠浆膜修补术
46.7904 十二指肠憩室修补术
46.9100 乙状结肠肌切开术
46.9200x001 结肠肌切开术
46.9201 结肠隔膜切开术
46.9300x001 十二指肠空肠吻合口切除术
46.9301 空肠回肠吻合口切除术
46.9401 直肠吻合口狭窄切开术
46.9602 大肠灌洗
47.0100 腹腔镜下阑尾切除术
47.0901 阑尾切除术
47.0902 阑尾残端切除术
47.0903 阑尾病损切除术
47.2x00 阑尾脓肿引流术
47.2x01 腹腔镜下阑尾脓肿引流术
47.9100 阑尾造口术
47.9200 阑尾瘘管闭合术
47.9901 阑尾内翻包埋术
48.0x01 直肠减压术
48.0x04 直肠脓肿切开引流术
48.2500 开放性直肠活组织检查
48.3101 直肠病损根治性电凝固术
48.3200x003 直肠病损电凝术
