包含以下主要诊断：
A18.200x002 颌下淋巴结结核
K11.604 舌下囊肿
K11.605 颌下腺囊肿
K11.606 颌下腺黏液囊肿
K11.700x001 唾液分泌紊乱
K11.700x002 唾液分泌过少
K11.700x003 流涎症
K11.701 口干燥症
K11.800x002 腮腺唾液潴留
K11.800x006 坏死性唾液腺化生
K11.800x007 唾液腺肉芽肿
K11.800x010 腮腺结节病
K11.801 涎腺管狭窄
K11.802 米库利奇病
K11.803 腮腺管扩张
K11.804 腮腺肉芽肿
K11.805 涎腺良性淋巴上皮损害
K11.806 涎腺管扩张
K11.807 涎腺导管阻塞
K11.900x004 唾液腺病
K11.901 腮腺区肿物
K11.902 涎腺肿物
K11.903 颌下腺肿物
K12.000 复发性口腔阿弗他溃疡
K12.000x001 轻型阿弗他溃疡
K12.001 复发性坏死性黏膜腺周炎
K12.002 口腔阿弗他溃疡
K12.003 疱疹样口炎
K12.100x002 过敏性口炎
K12.100x011 尼古丁口炎
K12.100x012 药物性口炎
K12.100x013 糜烂性口炎
K12.101 创伤性口腔黏膜溃疡
K12.102 腭部溃疡
K12.103 腭溃疡穿孔
K12.105 腭部炎性假瘤
K12.106 变应性口炎
K12.107 溃疡性口炎
K12.108 义齿性口炎
K12.109 口腔黏膜溃疡
K12.110 口底炎性假瘤
K12.111 口腔感染
K12.112 口腔炎
K12.114 小疱性口炎
K12.115 颊溃疡
K12.116 口腔炎性肿块
K12.117 上腭炎性肿物
K12.200x003 颏下间隙感染
K12.200x011 口底多间隙感染
K12.200x012 颌下感染
K12.200x017 口腔内脓肿
K12.200x018 软腭脓肿
K12.200x019 硬腭脓肿
K12.201 口腔脓肿
K12.202 颌下间隙感染
K12.203 颊部脓肿
K12.204 颊间隙感染
K12.205 颊瘘
K12.206 腭瘘
K12.207 颌下瘘管
K12.208 口腔瘘管
K12.209 口腔皮肤瘘
K12.210 眶下间隙感染
K12.211 颞下间隙感染
K12.212 舌下间隙感染
K12.213 咬肌间隙感染
K12.214 口蜂窝织炎
K12.215 翼下颌间隙感染
K12.216 牙源性面部皮肤瘘
K12.217 颌面间隙感染
K12.218 颊黏膜脓肿
K12.301 黏膜炎(口腔)(口咽)
K12.302 药物性黏膜炎(口腔)(口咽)
K12.303 放射性黏膜炎(口腔)(口咽)
K12.304 病毒性黏膜炎(口腔)(口咽)
K12.305 腭黏膜炎
K13.000x001 感染性口角炎
K13.000x006 剥脱性唇炎
K13.000x007 腺性唇炎
K13.000x012 唇表皮化
K13.000x014 唇黏液囊肿
K13.000x016 烧伤后唇畸形
K13.000x017 变应性接触性唇炎
K13.000x018 唇脓肿
K13.000x023 唇结节病
K13.001 唇瘘
K13.002 唇瘢痕
K13.003 唇肥厚
K13.004 唇畸形
K13.005 唇溃疡
K13.006 唇囊肿
K13.007 唇息肉
K13.008 唇外翻
K13.009 唇肉芽肿
K13.010 唇部肿物
K13.011 唇蜂窝织炎
K13.012 唇鳞状上皮增生
K13.013 唇炎
K13.014 口角炎
K13.015 唇皲裂
K13.016 唇疼
K13.100 颊和唇咬伤
K13.101 颊咬伤
K13.200x004 口腔灶性上皮增生
K13.200x005 烟斑
K13.200x006 白色角化症
K13.200x007 口腔黏膜红斑
K13.200x009 口腔黏膜白色水肿
K13.200x010 颊鳞状上皮增生
K13.200x011 腭黏膜上皮增生
K13.201 腭黏膜角化不良
K13.202 腭白斑
K13.203 口腔白斑
K13.204 口腔黏膜过度角化
K13.205 舌白斑
K13.206 舌白色水肿
K13.207 舌良性过度角化症
K13.208 牙龈白斑
K13.209 颊白斑
K13.210 舌鳞状上皮增生
K13.300 毛状白斑
K13.400 口腔黏膜肉芽肿和类肉芽肿损害
K13.400x001 口腔黏膜结节病
K13.400x002 口腔黏膜浆细胞肉芽肿
K13.400x004 口腔黏膜化脓性肉芽肿
K13.401 口腔黏膜肉芽肿
K13.402 口腔黏膜嗜酸性肉芽肿
K13.403 口腔黏膜疣状黄瘤
K13.500 口腔黏膜下纤维化
K13.500x002 腭部黏膜下纤维化
K13.600 口腔黏膜刺激性增生
K13.600x001 口腔黏膜炎性增生
K13.601 口腔黏膜增生
K13.602 腭增生症
K13.603 腭黏膜息肉
K13.700x001 腭部瘢痕
K13.700x003 腭黏膜炎症
K13.700x004 后天性颊沟畸形
K13.700x006 口腔毛息肉
K13.700x007 颊部炎症
K13.700x009 慢性颊黏膜下炎症
K13.700x010 口腔内血管增生
K13.700x011 口腔黏膜出血
K13.700x013 后天性软腭畸形
K13.700x018 翼沟过长
K13.700x019 腭垂囊肿
K13.700x021 软腭肥厚
K13.700x022 腭麻痹
K13.700x023 软腭麻痹
K13.700x024 软腭震颤
K13.700x025 金属引起的口腔黏膜病变
K13.700x026 颊部息肉
K13.702 口腔肿物
K13.703 口腔瘢痕
K13.704 口腔黏蛋白沉积症
K13.705 口腔出血
K13.706 后天性小口畸形
K13.707 颊部炎性假瘤
K13.709 腭咽闭合不全
K13.710 悬雍垂(腭垂)肥大
K13.711 悬雍垂(腭垂)息肉
K13.714 软腭肿瘤放疗后畸形
K13.715 下颌前庭沟过浅
K14.000 舌炎
K14.000x006 舌创伤性溃疡
K14.000x007 舌部嗜酸性溃疡
K14.001 舌脓肿
K14.002 舌炎性肿块
K14.003 舌溃疡
K14.004 舌乳突炎
K14.100x001 地图舌
K14.102 移行性舌炎
K14.200 正中菱形舌炎
K14.300 舌乳头肥大
K14.300x001 毛舌
K14.300x003 舌苔
K14.300x004 叶状乳头肥大
K14.301 舌叶乳头增生
K14.302 黑毛舌
K14.400 舌乳头萎缩
K14.400x001 光面舌
K14.401 萎缩性舌炎
K14.500x001 裂纹舌
K14.500x002 沟纹舌
K14.600x001 舌痛症
K14.800x003 舌瘘管
K14.800x005 舌畸形
K14.800x010 舌牙痕
K14.800x012 舌息肉
K14.800x013 舌粘连
K14.801 舌肉芽肿
K14.802 舌出血
K14.803 舌肥大
K14.804 舌萎缩
K14.805 舌囊肿
K14.807 舌肌阵挛
K14.808 舌瘢痕
K14.809 舌尖瘘管
K14.900x002 强直舌
K14.900x003 舌的静脉曲张
K14.900x004 舌缺损
K14.901 舌肿物
L02.000 面部皮肤脓肿、疖和痈
L04.001 急性头面部淋巴结炎
L04.003 急性颌下淋巴结炎
M31.301 口腔黏膜韦格纳肉芽肿
M35.900x011 Satoxoshi 综合征
M85.000x081 颅骨纤维增殖症
M85.000x083 颧骨纤维异常增殖症
M95.001 鞍鼻
M95.002 凹陷性鼻
M95.003 鼻萎陷
M95.005 后天性歪鼻
M95.006 驼峰鼻
M95.007 压扁鼻
M95.100 菜花状耳
M95.201 后天性头部畸形
M95.202 后天性颅骨畸形
M95.203 后天性额骨畸形
M95.204 后天性前额畸形
M95.205 后天性面部畸形
M95.206 后天性面骨畸形
M95.207 茎突过长
M95.208 后天性颊畸形
M95.209 后天性颏畸形
M95.210 翼钩过长
N80.800x007 鼻腔子宫内膜异位症
N80.801 外耳道子宫内膜异位症
Q16.000 先天性无(耳)郭
Q16.101 先天性外耳道缺如
Q16.102 先天性外耳道闭锁
Q16.103 先天性外耳道狭窄
Q16.200 无咽鼓管
Q16.300 听小骨先天性畸形
Q16.301 砧镫关节异常
Q16.400 中耳其他的先天性畸形
Q16.401 中耳缺失
Q16.500 内耳先天性畸形
Q16.501 大前庭导水管综合征
Q16.900 引起听力缺陷的耳先天性畸形
Q16.901 先天性无耳
Q17.000 副耳廓
Q17.000x003 先天性副耳垂
Q17.000x005 先天性颊部副耳
Q17.001 多耳畸形
Q17.002 先天性耳赘
Q17.003 先天性耳前附件
Q17.100 巨耳畸形
Q17.200 小耳畸形
Q17.300x002 先天性尖耳
Q17.300x004 先天性卷曲耳
Q17.300x005 先天性扁平耳
Q17.300x006 先天性猿耳
Q17.301 杯状耳
Q17.302 先天性耳廓畸形
Q17.303 先天性耳垂畸形
Q17.400 移位耳
Q17.400x002 先天性低位耳
Q17.500 凸耳
Q17.501 招风耳
Q17.800x004 先天性隐耳
Q17.801 先天性耳垂裂
Q17.802 先天性耳垂缺如
Q17.803 咽鼓管异常
Q17.900 耳先天性畸形
Q18.001 先天性鳃裂瘘管
Q18.002 先天性鳃裂囊肿
Q18.003 梨状窝瘘
Q18.100x003 先天性颈前瘘管
Q18.100x006 先天性耳后瘘
Q18.100x008 先天性颈外侧瘘
Q18.100x009 先天性颈外侧囊肿
Q18.101 先天性耳廓瘘
Q18.102 先天性耳前瘘管
Q18.103 先天性耳前囊肿
Q18.104 先天性外耳囊肿
Q18.200 鳃裂畸形，其他的
Q18.200x003 无下颌并耳畸形
Q18.200x004 颈部副耳
Q18.300 颈蹼
Q18.400 大口畸形
Q18.400x004 面中裂
Q18.500 小口畸形
Q18.600 巨唇
Q18.700 小唇
Q18.800x001 先天性颈部囊肿
Q18.800x002 先天性面部瘘
Q18.800x003 先天性面部囊肿
Q18.800x004 先天性颈部瘘
Q18.801 先天性半面短小症
Q18.802 面横裂
Q18.804 面和颈近中囊肿
Q18.805 面部先天性畸形，其他的
Q18.806 颈部先天性畸形，其他的
Q18.807 面斜裂
Q18.900x002 先天性鼻唇沟畸形
Q18.903 颈部先天性畸形
Q27.300x007 腮腺动静脉畸形
Q27.300x010 颌骨动静脉畸形
Q27.302 先天性头颈部动静脉瘘
Q27.800x021 唇血管畸形
Q27.800x024 口腔血管畸形
Q27.800x026 腮腺血管畸形
Q27.800x027 上颌骨血管畸形
Q27.800x028 唾液腺血管畸形
Q27.800x030 头面血管畸形
Q27.800x036 咽后壁血管畸形
Q27.800x040 面部血管畸形
Q27.802 先天性舌血管畸形
Q30.000 鼻后孔闭锁
Q30.001 先天性前鼻孔狭窄
Q30.100x001 先天性鼻缺如
Q30.101 鼻发育不良
Q30.200x001 鼻裂
Q30.201 鼻切迹
Q30.300 先天性鼻中隔穿孔
Q30.800x003 先天性鼻头肥大
Q30.800x004 上颌梨状孔发育不良
Q30.800x005 先天性副鼻
Q30.800x006 先天性鼻正中瘘
Q30.800x007 先天性鼻瘘
Q30.800x008 鼻神经胶质瘤
Q30.801 鼻窦发育异常
Q30.802 鼻窦异常骨间隔
Q30.804 鼻中隔气化
Q30.805 鼻翼畸形
Q30.900 鼻先天性畸形
Q31.000 喉蹼
Q31.100 先天性声门下狭窄
Q31.200 喉发育不全
Q31.301 先天性喉囊肿
Q31.500 先天性喉软骨软化病
Q31.800x003 先天性环状软骨后裂
Q31.800x004 先天性喉节突出
Q31.800x005 先天性声门闭合不良
Q31.801 先天性会厌裂
Q31.802 先天性声门关闭不全
Q31.803 先天性声带沟
Q31.804 先天性喉闭锁
Q31.805 先天性喉隔
Q31.806 先天性喉狭窄
Q31.900 喉先天性畸形
Q32.000 先天性气管软化
Q32.100 气管的其他先天性畸形
Q32.101 先天性气管发育异常
Q34.801 先天性鼻咽闭锁
Q35.100 硬腭裂
Q35.101 双侧部分硬腭裂
Q35.300 软腭裂
Q35.301 软腭穿孔
Q35.302 隐性腭裂
Q35.500 硬腭裂伴有软腭裂
Q35.500x004 先天性双侧三度腭裂
Q35.501 单侧硬腭裂伴软腭裂
Q35.502 单侧硬腭裂伴软腭裂和齿槽裂
Q35.700 腭垂裂
Q35.900 腭裂
Q35.901 双侧完全性腭裂
Q35.902 单侧完全性腭裂
Q35.903 不完全性腭裂
Q35.907 口鼻瘘
Q36.000 双侧唇裂
Q36.001 双侧完全唇裂
Q36.002 双侧混合型唇裂
Q36.003 双侧不完全唇裂
Q36.004 双侧Ⅰ度唇裂
Q36.005 双侧Ⅱ度唇裂
Q36.006 双侧Ⅲ度唇裂
Q36.100 正中唇裂
Q36.900 单侧唇裂
Q36.900x003 先天性唇裂术后继发畸形
Q36.901 单侧完全唇裂
Q36.902 单侧不完全唇裂
Q36.903 隐性单侧唇裂
Q36.904 单侧Ⅰ度唇裂
Q36.905 单侧Ⅱ度唇裂
Q36.906 单侧Ⅲ度唇裂
Q37.000 硬腭裂伴有双侧唇裂
Q37.100 硬腭裂伴有单侧唇裂
Q37.200 软腭裂伴有双侧唇裂
Q37.300 软腭裂伴有单侧唇裂
Q37.400 硬腭和软腭裂伴有双侧唇裂
Q37.500 硬腭和软腭裂伴有单侧唇裂
Q37.800 腭裂伴有双侧唇裂
Q37.900 腭裂伴有单侧唇裂
Q38.000x003 先天性唇畸形
Q38.000x005 先天性厚唇
Q38.000x006 先天性薄唇
Q38.000x007 先天性红唇缺如
Q38.001 唇系带短缩
Q38.002 范德沃德综合征
Q38.003 先天性重唇
Q38.004 先天性唇瘘
Q38.100 舌系带过短
Q38.200 巨舌
Q38.300 舌的其他先天性畸形
Q38.300x003 先天性小舌
Q38.300x005 皱襞舌
Q38.300x007 先天性舌粘连
Q38.301 先天性舌发育不全
Q38.303 无舌症
Q38.304 舌裂
Q38.305 舌系带过长
Q38.400 涎腺和导管先天性畸形
Q38.400x001 先天性唾液腺瘘
Q38.400x002 先天性唾液腺畸形
Q38.500x002 先天性无悬雍垂
Q38.500x003 先天性腭畸形
Q38.500x005 悬雍垂过长
Q38.500x006 高腭弓
Q38.500x007 先天性软腭缺如
Q38.500x009 先天性腭咽闭合过度
Q38.501 软腭发育不全
Q38.502 先天性腭瘘
Q38.600x001 颊系带附着异常
Q38.600x002 先天性齿龈畸形
Q38.600x004 先天性颊沟过浅
Q38.600x006 先天性牙槽嵴裂
Q38.601 先天性口畸形
Q38.700 咽囊
Q38.701 先天性咽憩室
Q38.801 先天性腭咽闭合不全
Q38.802 咽部畸形
Q67.400x202 先天性鼻中隔气化
Q67.400x906 先天性颌骨缺损
Q67.401 先天性塌鼻
Q67.403 先天性鼻中隔偏曲
Q67.405 半侧小面畸形
Q67.406 先天性扁鼻
Q67.407 先天性驼峰鼻
Q75.200x001 眶距增宽症
Q75.400 下颌骨颜面发育不全
Q75.801 先天性面骨畸形
Q75.804 颅裂畸形
Q75.805 先天性额骨变形
Q75.900x005 先天性颌骨畸形
Q85.900x012 面部错构瘤
Q85.900x031 外耳道错构瘤
Q85.900x035 腮腺错构瘤
Q85.900x037 耳错构瘤
Q85.900x038 腭部错构瘤
Q85.905 鼻错构瘤
Q87.000x301 隐眼综合征[Frasher 综合征]
Q87.004 哨型面综合征
Q87.006 第一二腮弓发育不良
Q89.202 甲状舌管囊肿
Q89.800x903 唇部淋巴管畸形
Q89.800x904 颈部淋巴管畸形
Q89.800x905 口腔淋巴管畸形
Q89.800x906 腮腺淋巴管畸形
Q89.800x907 舌淋巴管畸形
Q89.800x908 头面颈淋巴管畸形
Q89.800x909 咽淋巴管畸形
R04.000 鼻出血
R04.100 咽喉出血
R04.801 鼻咽部出血
R06.501 鼾症
R07.000 咽痛
R43.800x002 嗅觉与味觉混合障碍
R44.201 幻嗅
R49.000 发声困难
R49.001 声嘶
R49.100 失声
R49.201 鼻音过重
R49.202 鼻音过轻
R59.000x004 咽部淋巴结肿大
R59.900 淋巴结增大
R59.901 淋巴结反应性增生
S00.000x053 头皮血肿机化
S00.001 头皮挫伤
S00.002 头皮擦伤
S00.003 头皮异物
S00.004 头皮血肿
S00.300 鼻浅表损伤
S00.300x051 鼻部挫伤
S00.302 鼻血肿
S00.400 耳浅表损伤
S00.400x052 外耳挫伤
S00.401 耳廓挫伤
S00.402 耳廓血肿
S00.403 鼓室挫伤
S00.404 鼓膜挫伤
S00.500 唇和口腔浅表损伤
S00.500x051 唇挫伤
S00.500x052 下颌挫伤
S00.501 口腔浅表损伤
S00.700 头部多处浅表损伤
S00.800x053 颊挫伤
S00.800x054 下颚挫伤
S00.800x055 前额挫伤
S00.800x056 颞部挫伤
S00.801 面部软组织挫伤
S00.802 面部擦伤
S00.803 面部挫伤
S00.804 面部浅表异物
S00.900 头部的浅表损伤
S01.000 头皮开放性伤口
S01.001 头皮裂伤
S01.200x011 鼻表皮开放性损伤
S01.200x021 鼻孔开放性损伤
S01.200x031 鼻中隔开放性损伤
S01.200x091 鼻部开放性损伤伴蝶窦异物
S01.200x092 创伤性鼻部缺损
S01.300x002 耳道开放性损伤
S01.300x011 外耳耳翼开放性损伤
S01.300x012 耳廓开放性损伤
S01.300x031 耳屏开放性损伤
S01.300x051 耳咽管开放性损伤
S01.300x061 听小骨开放性损伤
S01.300x071 中耳开放性损伤
S01.300x081 耳蜗开放性损伤
S01.301 开放性外耳道损伤
S01.302 开放性耳后损伤伴异物
S01.400x011 颊部开放性损伤
S01.400x021 上颌开放性损伤
S01.400x031 腭部开放性损伤
S01.401 开放性颞下颌损伤
S01.500x001 口腔开放性损伤
S01.500x021 口腔黏膜开放性损伤
S01.500x022 脸颊内部开放性损伤
S01.500x042 舌和口底开放性损伤
S01.500x051 上腭开放性损伤
S01.500x052 软腭开放性损伤
S01.501 舌裂伤
S01.502 开放性舌部损伤
S01.503 牙龈裂伤
S01.504 开放性唇部损伤
S01.505 软腭穿通伤
S01.506 唇裂伤
S01.700 头部多处开放性伤口
S01.802 面部裂伤
S01.803 开放性面部损伤
S01.804 开放性腮腺管断裂
S01.900 头部的开放性伤口
S02.200 鼻骨骨折
S02.201 鼻中隔骨折
S02.211 开放性鼻骨骨折
S02.400x001 颧弓骨折
S02.400x003 上颌骨骨折
S02.400x005 上颌窦骨折
S02.401 颧骨骨折
S02.411 开放性上颌骨骨折
S02.412 开放性颧骨骨折
S02.500 创伤性牙折断
S02.500x002 创伤性牙破损
S02.501 创伤性牙齿脱落
S02.600 下颌骨骨折
S02.600x011 髁突骨折
S02.600x021 髁突下部骨折
S02.600x031 下颌骨冠突骨折
S02.600x041 下颌骨支骨折
S02.600x051 颌骨角骨折
S02.600x061 下颌骨纤维软骨体骨折
S02.600x081 下颌骨体骨折
S02.600x091 下颌骨复合骨折
S02.611 开放性下颌骨骨折
S02.612 开放性髁状突骨折
S02.700x004 鼻眶筛骨折
S02.711 开放性多发性面骨骨折
S02.800x003 上腭骨折
S02.802 牙槽骨骨折
S02.803 腭骨折
S02.810 特指开放性颅骨和面骨骨折
S02.812 开放性牙槽骨骨折
S02.813 开放性腭骨折
S02.901 面骨骨折
S02.912 开放性面骨骨折
S03.000 颌关节脱位
S03.000x001 颌软骨脱位
S03.100 鼻中隔软骨脱位
S03.200 牙脱位
S03.301 头部脱位
S03.400 颌关节扭伤和劳损
S03.400x001 颞下颌关节损伤
S03.400x002 颞下颌韧带损伤
S03.501 头部关节和韧带扭伤和劳损
S08.000 头皮撕脱
S08.100 耳创伤性切断
S08.800 头部其他部位的创伤性切断
S08.801 创伤性鼻切断
S09.101 头部肌腱损伤
S09.200 耳鼓膜创伤性破裂
S09.800x002 创伤性乳牙损伤
S09.800x003 创伤性鼻窦积血
S09.801 创伤性鼻中隔血肿
S09.900 头部的损伤
S09.900x006 唇部损伤
S09.901 面部损伤
S09.902 眉部损伤
S09.903 鼻损伤
S09.904 耳损伤
S09.905 耳廓损伤
S09.906 舌损伤
S09.907 唾液腺损伤
S10.000x003 咽部挫伤
S10.001 喉挫伤
S10.002 声带挫伤
S10.003 颈部食管挫伤
S10.004 气管挫伤
S10.101 咽血肿
S10.102 咽喉浅表损伤
S10.700 颈部多处浅表损伤
S10.801 会厌浅表损伤
S10.900 颈部的浅表损伤
S10.901 颈部挫伤
S10.902 颈部异物
S11.001 开放性气管损伤
S11.002 开放性喉损伤
S11.003 开放性颈部气管断裂
S11.004 喉气管贯通伤
S11.100x001 甲状腺开放性损伤
S11.201 开放性咽部损伤
S11.700 颈部多处开放性伤口
S11.800x081 会厌开放性损伤
S11.800x082 锁骨上区开放性损伤
S11.900 颈部的开放性伤口
S12.801 喉软骨断裂
S12.802 甲状软骨断裂
S12.803 舌骨断裂
S12.804 环状软骨断裂
S12.805 气管软骨断裂
S12.810 开放性颈部特指部位骨折
S12.811 开放性喉软骨断裂
S12.812 开放性甲状软骨断裂
S12.813 开放性舌骨断裂
S12.814 开放性环状软骨断裂
S12.815 开放性气管软骨断裂
S13.400 颈椎扭伤和劳损
S13.400x003 颈部前纵韧带扭伤
S13.400x005 寰枕关节扭伤
S13.401 挥鞭伤
S13.402 颈部韧带扭伤
S13.403 寰枢关节扭伤
S13.500 甲状腺区扭伤和劳损
S13.500x003 环杓韧带扭伤
S13.500x004 环甲关节扭伤
S13.500x005 环甲韧带扭伤
S13.501 甲状软骨扭伤
S13.502 环杓关节扭伤
S13.601 颈部扭伤
S15.000x002 创伤性颈动脉瘘
S15.001 颈内动脉裂伤
S15.002 颈总动脉裂伤
S15.003 颈外动脉裂伤
S15.004 创伤性颈动脉瘤
S15.005 创伤性颈动脉海绵窦瘘
S15.100 椎动脉损伤
S15.200 颈外静脉损伤
S15.300 颈内静脉损伤
S15.301 颈内静脉断裂
S15.800x002 创伤性椎动静脉瘘
S15.800x003 创伤性甲状腺血管损伤
S15.801 创伤性颈动静脉瘘
S15.900x001 颈部血管损伤
S17.000x001 喉气管挤压伤
S17.000x002 喉挤压伤
S17.001 气管挤压伤
S17.800 颈部其他部位的挤压伤
S17.801 咽喉挤压伤
S17.900 颈部挤压伤
S19.800x002 颈部气管损伤
S19.800x004 颈部胸导管损伤
S19.801 咽喉损伤
S19.802 喉损伤
S19.900 颈部损伤
T16.x00 耳内异物
T16.x00x001 耳道异物
T16.x00x002 中耳异物
T17.000 鼻窦内异物
T17.001 上颌窦异物
T17.002 筛窦异物
T17.101 鼻腔异物
T17.200 咽内异物
T17.200x001 鼻咽内异物
T17.300 喉内异物
T18.000 口内异物
T18.001 口腔软组织异物
T18.002 舌异物
T70.000 航空中耳炎
T70.100 航空鼻窦炎
T81.800x008 操作后软腭穿孔
T81.800x013 操作中环-杓关节脱位
T85.800x804 插管引起的气管内出血
T85.800x810 鼻整形术后并发症
T85.800x811 鼻整形术后假体外露
T86.802 舌移植皮瓣坏死
T90.800 头部其他特指损伤的后遗症
Z41.102 鼻梁成形
Z41.103 颧骨增高
Z42.000x002 颌面术后整形
Z42.000x015 耳术后整形
Z42.000x019 头皮外伤后整形
Z42.002 面部矫形术后整形
Z42.005 头颈部瘢痕修复
Z42.006 唇裂术后畸形整形
Z42.007 唇腭裂术后畸形整形
Z42.008 腭裂术后整形
Z42.009 颌面术后畸形整形
Z42.010 耳再造术后整形
Z45.301 安装人工耳蜗
Z45.302 调整人工耳蜗装置
Z45.303 取除人工耳蜗装置
Z45.304 取除鼓膜置管
Z45.801 安装发音钮
Z46.100 助听器的安装和调整
Z46.300x001 假牙的安装和调整
Z46.400 正牙装置的安装和调整
