1、严重并发症或合并症（MCC）
表 2-1-1 严重并发症或合并症（MCC）
疾病编码 疾病名称 排除内容
1128
疾病编码 疾病名称 排除内容
N32.203 膀胱尿道瘘 表 2-3-148
N32.204 膀胱会阴瘘 表 2-3-148
N41.200 前列腺脓肿 表 2-3-149
N82.400 女性肠-生殖道瘘，其他的 表 2-3-152
N82.401 子宫直肠瘘 表 2-3-152
N82.800 女性生殖道瘘，其他的 表 2-3-152
N82.801 子宫阴道瘘 表 2-3-152
N93.800 异常的子宫和阴道出血，其他特指的 表 2-3-152
N93.801 功能障碍性子宫出血 表 2-3-152
N93.900 异常的子宫和阴道出血 表 2-3-152
N93.901 异常子宫出血 表 2-3-152
O03.000 不完全性自然流产，并发生殖道和盆腔感染 表 2-3-154
O03.001 不完全性自然流产并发盆腔感染 表 2-3-154
O03.002 不完全自然流产并发生殖道感染 表 2-3-154
O03.100 不完全性自然流产，并发延迟或过度出血 表 2-3-154
O03.100x001 不完全自然流产并发播散性血管内凝血 表 2-3-154
O03.101 不完全性自然流产并发过度出血 表 2-3-154
O03.102 不完全性自然流产并发延迟出血 表 2-3-154
O03.200 不完全性自然流产，并发栓塞 表 2-3-154
O03.200x001 不完全自然流产并发栓塞 表 2-3-154
O03.300 不完全性自然流产，伴有其他和未特指的并发症 表 2-3-154
O03.300x031 不完全自然流产并发休克 表 2-3-154
O03.300x041 不完全自然流产并发肾衰竭 表 2-3-154
O03.300x061 不完全自然流产并发盆腔器官损伤 表 2-3-154
O03.500 完全性或未特指的自然流产，并发生殖道和盆腔感染 表 2-3-154
O03.501 完全性自然流产并发盆腔感染 表 2-3-154
O03.502 完全性自然流产并发子宫内感染 表 2-3-154
O03.503 自然流产并发盆腔感染 表 2-3-154
O03.504 自然流产并发生殖道感染 表 2-3-154
O03.600 完全性或未特指的自然流产，并发延迟或过度出血 表 2-3-154
O03.600x001 完全自然流产并发播散性血管内凝血 表 2-3-154
O03.601 完全性自然流产并发出血 表 2-3-154
O03.602 完全性自然流产并发延迟出血 表 2-3-154
O03.603 自然流产并发出血 表 2-3-154
O03.604 自然流产并发延迟出血 表 2-3-154
O03.700 完全性或未特指的自然流产，并发栓塞 表 2-3-154
O03.701 完全性自然流产并发栓塞 表 2-3-154
O03.702 自然流产并发栓塞 表 2-3-154
O04.100 不完全性医疗性流产，并发延迟或过度出血 表 2-3-154
O04.100x002 不完全医疗性流产并发播散性血管内凝血 表 2-3-154
O04.101 不完全性医疗性流产并发过度出血 表 2-3-154
O04.200 不完全性医疗性流产，并发栓塞 表 2-3-154
O04.200x001 不完全医疗性流产并发栓塞 表 2-3-154
1129
疾病编码 疾病名称 排除内容
O04.500 完全性或未特指的医疗性流产，并发生殖道和盆腔感染 表 2-3-154
O04.500x001 医疗性流产并发生殖道感染 表 2-3-154
O04.500x002 医疗性流产并发盆腔感染 表 2-3-154
O04.502 晚期医疗性流产并发盆腔感染 表 2-3-154
O04.503 早期医疗性流产并发盆腔感染 表 2-3-154
O04.600 完全性或未特指的医疗性流产，并发延迟或过度出血 表 2-3-154
O04.600x001 医疗性流产并发出血 表 2-3-154
O04.601 医疗性流产并发播散性血管内凝血 表 2-3-154
O04.602 早期医疗性流产并发过度出血 表 2-3-154
O04.700 完全性或未特指的医疗性流产，并发栓塞 表 2-3-154
O04.700x001 医疗性流产并发栓塞 表 2-3-154
O04.701 医疗性流产并发羊水栓塞 表 2-3-154
O04.800 完全性或未特指的医疗性流产，伴有其他并发症 表 2-3-154
O04.800x031 医疗性流产并发休克 表 2-3-154
O04.800x041 医疗性流产并发肾衰竭 表 2-3-154
O04.800x061 医疗性流产并发子宫颈裂伤 表 2-3-154
O04.801 医疗性流产并发会阴裂伤 表 2-3-154
O04.802 医疗性流产并发阴道壁血肿 表 2-3-154
O05.100 不完全性流产，其他的,并发延迟或过度出血 表 2-3-154
O05.200 不完全性流产，其他的,并发栓塞 表 2-3-154
O05.700 完全性流产，其他的，并发栓塞 表 2-3-154
O06.000 不完全性流产，并发生殖道和盆腔感染 表 2-3-154
O06.100 不完全性流产，并发延迟或过度出血 表 2-3-154
O06.200 不完全性流产，并发栓塞 表 2-3-154
O06.300 不完全性流产，伴有其他的并发症 表 2-3-154
O06.301 未特指的不完全性流产伴有并发症 表 2-3-154
O06.500 完全性流产，并发生殖道和盆腔感染 表 2-3-154
O06.600 完全性流产，并发延迟或过度出血 表 2-3-154
O06.700 完全性流产，并发栓塞 表 2-3-154
O06.800 完全性流产，伴有其他的并发症 表 2-3-154
O06.801 未特指的流产伴有并发症 表 2-3-154
O07.000 医疗性流产失败，并发生殖道和盆腔感染 表 2-3-154
O07.000x001 医疗性流产失败并发盆腔感染 表 2-3-154
O07.000x002 医疗性流产失败并发生殖道感染 表 2-3-154
O07.100 医疗性流产失败，并发延迟或过度出血 表 2-3-154
O07.100x001 医疗性流产失败并发出血 表 2-3-154
O07.200 医疗性流产失败，并发栓塞 表 2-3-154
O07.200x001 医疗性流产失败并发栓塞 表 2-3-154
O07.300 医疗性流产失败，伴有其他的并发症 表 2-3-154
O07.300x001 医疗性流产失败并发代谢紊乱 表 2-3-154
O07.300x002 医疗性流产失败并发休克 表 2-3-154
O07.500 企图流产失败,其他或未特指的，并发生殖道和盆腔感染 表 2-3-154
O07.600 企图流产失败，其他的，并发延迟或过度出血 表 2-3-154
1130
疾病编码 疾病名称 排除内容
O07.700 企图流产失败，其他的，并发栓塞 表 2-3-154
O07.800 企图流产失败，其他的，伴有其他的并发症 表 2-3-154
O07.900 企图流产失败，其他的，无并发症 表 2-3-154
O07.900x001 企图流产失败 表 2-3-154
O08.000 流产、异位妊娠和葡萄胎妊娠后生殖道和盆腔感染 表 2-3-154
O08.000x002 流产后卵巢炎 表 2-3-154
O08.000x004 流产后输卵管炎 表 2-3-154
O08.000x005 流产后输卵管卵巢炎 表 2-3-154
O08.000x006 流产后脓毒症 表 2-3-154
O08.000x007 葡萄胎妊娠后盆腔感染 表 2-3-154
O08.000x009 异位妊娠后生殖道感染 表 2-3-154
O08.000x010 葡萄胎妊娠后生殖道感染 表 2-3-154
O08.000x011 流产后发热 表 2-3-154
O08.002 流产后腹膜炎 表 2-3-154
O08.004 流产后盆腔感染 表 2-3-154
O08.005 流产后子宫内膜炎 表 2-3-154
O08.006 异位妊娠后盆腔感染 表 2-3-154
O08.100 流产、异位妊娠和葡萄胎妊娠后的延迟或过度出血 表 2-3-154
O08.100x002 流产后出血 表 2-3-154
O08.100x003 异位妊娠后出血 表 2-3-154
O08.100x004 葡萄胎妊娠后出血 表 2-3-154
O08.101 流产后播散性血管内凝血 表 2-3-154
O08.102 流产后过度出血 表 2-3-154
O08.103 葡萄胎妊娠后过度出血 表 2-3-154
O08.104 异位妊娠后播散性血管内凝血 表 2-3-154
O08.105 异位妊娠后腹腔内出血 表 2-3-154
O08.106 异位妊娠后过度出血 表 2-3-154
O08.200 流产、异位妊娠和葡萄胎妊娠后的栓塞 表 2-3-154
O08.200x001 流产后栓塞 表 2-3-154
O08.200x002 异位妊娠后栓塞 表 2-3-154
O08.200x003 葡萄胎妊娠后栓塞 表 2-3-154
O08.202 流产后羊水栓塞 表 2-3-154
O08.203 流产后空气栓塞 表 2-3-154
O08.204 流产后肺栓塞 表 2-3-154
O08.300 流产、异位妊娠和葡萄胎妊娠后的休克 表 2-3-154
O08.300x003 流产后循环性虚脱 表 2-3-154
O08.300x004 葡萄胎妊娠后休克 表 2-3-154
O08.301 流产后休克 表 2-3-154
O08.302 异位妊娠后休克 表 2-3-154
O08.400 流产、异位妊娠和葡萄胎妊娠后的肾衰竭 表 2-3-154
O08.400x003 流产后肾小管坏死 表 2-3-154
O08.400x004 异位妊娠后肾衰竭 表 2-3-154
O08.400x005 葡萄胎妊娠后肾衰竭 表 2-3-154
1131
疾病编码 疾病名称 排除内容
O08.401 流产后肾衰竭 表 2-3-154
O10.200 原有高血压肾脏病并发于妊娠、分娩和产褥期 表 2-3-155
O10.201 妊娠合并原有高血压性肾病 表 2-3-155
O10.300 原有高血压心脏和肾脏病并发于妊娠、分娩和产褥期 表 2-3-155
O10.301 妊娠合并原有高血压性心脏病和肾病 表 2-3-155
O10.400 原有继发性高血压并发于妊娠、分娩和产褥期 表 2-3-155
O10.401 妊娠合并原有继发性高血压 表 2-3-155
O11.x00 子痫前期并发于慢性高血压 表 2-3-155
O11.x01 慢性高血压并发子痫前期 表 2-3-155
O15.000 妊娠期子痫 表 2-3-155
O15.001 产前子痫 表 2-3-155
O15.900 子痫 表 2-3-155
O20.800 妊娠早期的其他出血 表 2-3-156
O20.900 妊娠早期出血 表 2-3-156
O21.100 妊娠剧吐伴有代谢紊乱 表 2-3-156
O21.100x002 妊娠剧吐伴酸中毒 表 2-3-156
O21.100x003 妊娠剧吐伴脱水 表 2-3-156
O21.100x004 妊娠剧吐伴碳水化合物缺失 表 2-3-156
O21.100x005 妊娠剧吐伴电解质失衡 表 2-3-156
O21.100x006 妊娠剧吐伴酮症 表 2-3-156
O22.300 妊娠期深静脉血栓形成 表 2-3-156
O22.500 妊娠期大脑静脉血栓形成 表 2-3-156
O23.000 妊娠期肾感染 表 2-3-156
O23.000x001 妊娠期肾炎 表 2-3-156
O23.001 妊娠期肾盂肾炎 表 2-3-156
O36.700 为腹腔妊娠中能活胎儿给予的孕产妇医疗 表 2-3-157
O36.700x001 腹腔妊娠活胎 表 2-3-157
O44.100 前置胎盘伴有出血 表 2-3-157
O44.100x001 低置胎盘伴出血 表 2-3-157
O44.100x002 凶险性前置胎盘伴出血 表 2-3-157
O44.101 边缘性前置胎盘伴出血 表 2-3-157
O44.102 部分性前置胎盘伴出血 表 2-3-157
O44.103 完全性前置胎盘伴出血 表 2-3-157
O45.000 胎盘早期剥离伴有凝血缺陷 表 2-3-157
O45.000x001 胎盘早期剥离伴纤维蛋白原缺乏血症 表 2-3-157
O45.000x003 胎盘早期剥离伴纤维蛋白溶解亢进 表 2-3-157
O45.000x004 胎盘早期剥离伴低纤维蛋白原血症 表 2-3-157
O45.001 胎盘早剥伴播散性血管内凝血 表 2-3-157
O45.800 胎盘早期剥离，其他的 表 2-3-157
O45.801 子宫胎盘卒中 表 2-3-157
O46.000 产前出血伴有凝血缺陷 表 2-3-157
O46.000x001 产前出血伴纤维蛋白原缺乏血症 表 2-3-157
O46.000x003 产前出血伴纤维蛋白溶解亢进 表 2-3-157
1132
疾病编码 疾病名称 排除内容
O46.000x004 产前出血伴低纤维蛋白原血症 表 2-3-157
O46.001 产前播散性血管内凝血 表 2-3-157
O46.800 产前出血，其他的 表 2-3-157
O46.801 胎盘边缘血窦破裂 表 2-3-157
O67.000 产时出血伴有凝血缺陷 表 2-3-158
O67.000x002 分娩期弥散性血管内凝血 表 2-3-158
O67.800 产时出血，其他的 表 2-3-158
O67.900 产时出血 表 2-3-158
O68.300 产程和分娩并发胎儿应激反应的生物化学证据 表 2-3-158
O68.300x001 分娩伴胎儿酸碱平衡紊乱 表 2-3-158
O68.800 产程和分娩并发胎儿应激反应的其他证据 表 2-3-158
O69.500 产程和分娩并发脐带的血管损害 表 2-3-158
O69.500x003 脐带血栓形成 表 2-3-158
O69.500x004 脐带静脉曲张 表 2-3-158
O69.501 脐带挫伤 表 2-3-158
O69.503 脐带血肿 表 2-3-158
O70.300 分娩时Ⅳ度会阴裂伤 表 2-3-158
O70.300x001 分娩时会阴裂伤累及肛门黏膜 表 2-3-158
O70.300x002 分娩时会阴裂伤累及直肠黏膜 表 2-3-158
O71.500 伤及盆腔器官的其他产科损伤 表 2-3-158
O71.500x004 分娩伴盆腔器官损伤 表 2-3-158
O71.501 产伤性膀胱损伤 表 2-3-158
O71.502 产伤性尿道裂伤 表 2-3-158
O71.800 产科创伤，其他特指的 表 2-3-158
O71.801 产伤性腹直肌分离 表 2-3-158
O71.802 产伤性腰骶神经根损害 表 2-3-158
O72.000 第三产程出血 表 2-3-158
O72.000x003 胎盘嵌顿伴出血 表 2-3-158
O72.001 胎盘粘连伴出血 表 2-3-158
O72.002 胎盘滞留伴出血 表 2-3-158
O72.003 胎盘植入伴出血 表 2-3-158
O72.100 即刻产后出血，其他的 表 2-3-158
O72.101 产后即时出血 表 2-3-158
O72.200 延迟性和继发性产后出血 表 2-3-158
O72.201 胎膜滞留伴出血 表 2-3-158
O72.202 延迟性产后出血 表 2-3-158
O72.300 产后凝血缺陷 表 2-3-158
O72.300x002 产后纤维蛋白原缺乏血症 表 2-3-158
O72.300x003 产后纤维蛋白溶解 表 2-3-158
O72.301 产后播散性血管内凝血 表 2-3-158
O74.400 产程和分娩期间局部麻醉的毒性反应 表 2-3-158
O74.500 产程和分娩期间脊髓和硬膜外麻醉诱发的头痛 表 2-3-158
O74.700 产程和分娩期间插管失败或困难 表 2-3-158
1133 疾病编码 疾病名称 排除内容 O75.100 产程和分娩期间或以后休克 表 2-3-158 O75.101 产科休克 表 2-3-158 O75.300 产程期间其他的感染 表 2-3-158 O75.300x001 分娩期脓毒症 表 2-3-158 O75.300x002 分娩期宫内感染 表 2-3-158 O75.600 自发或未特指的破膜后分娩延迟 表 2-3-158 O81.100 中位产钳术 表 2-3-159 O84.100 多胎分娩均借助产钳和真空吸引器 表 2-3-159 O85.x00 产褥期脓毒病 表 2-3-160 O85.x00x006 产褥期菌血症 表 2-3-160 O85.x01 产褥期腹膜炎 表 2-3-160 O85.x03 产褥期子宫内膜炎 表 2-3-160 O87.300 产褥期大脑静脉血栓形成 表 2-3-160 O87.301 产褥期大脑静脉窦血栓形成 表 2-3-160 O88.000 产科空气栓塞 表 2-3-160 O88.100 羊水栓塞 表 2-3-160 O88.101 妊娠过敏样综合征 表 2-3-160 O88.200 产科血凝块栓塞 表 2-3-160 O88.201 产科肺栓塞 表 2-3-160 O88.300 产科脓血性和脓毒性栓塞 表 2-3-160 O88.300x001 产科脓血性栓塞 表 2-3-160 O88.300x002 产科脓毒性栓塞 表 2-3-160 O88.800 产科栓塞，其他的 表 2-3-160 O88.800x001 产科脂肪栓塞 表 2-3-160 O89.000 产褥期中麻醉的肺部并发症 表 2-3-160 O89.000x001 产褥期麻醉相关的吸入性肺炎 表 2-3-160 O89.000x002 产褥期麻醉相关的胃内容物或分泌物吸入 表 2-3-160 O89.000x003 产褥期麻醉相关的门德尔松综合征 表 2-3-160 O89.000x004 产褥期麻醉相关的肺压力性萎陷 表 2-3-160 O90.300 产褥期心肌病 表 2-3-160 O90.400 产后急性肾衰竭 表 2-3-160 O90.400x002 产褥期肝肾综合征 表 2-3-160 P07.000 极低出生体重（小于999克） 表 2-3-163 P07.001 极低出生体重儿（500-999克） 表 2-3-163 P07.002 极低出生体重儿（小于499克） 表 2-3-163 P10.000 产伤引起的硬膜下出血 表 2-3-164 P10.100 产伤引起的大脑出血 表 2-3-164 P10.200 产伤引起的脑室内出血 表 2-3-164 P10.300 产伤引起的蛛网膜下隙出血 表 2-3-164 P10.400 产伤引起的脑幕撕裂 表 2-3-164 P10.800 产伤引起的其他颅内撕裂和出血 表 2-3-164 P10.900 产伤引起的颅内撕裂和出血 表 2-3-164 P10.901 产伤致新生儿颅内出血 表 2-3-164
1134
疾病编码 疾病名称 排除内容
P11.000 产伤引起的脑水肿 表 2-3-164
P11.100 产伤引起的其他特指的脑损害 表 2-3-164
P11.101 产伤致新生儿脑白质损伤 表 2-3-164
P11.200 产伤引起的脑损害 表 2-3-164
P11.300 面神经产伤 表 2-3-164
P11.400 脑神经的产伤，其他的 表 2-3-164
P11.500 脊柱和脊髓的产伤 表 2-3-164
P11.500x002 新生儿脊髓损伤 表 2-3-164
P11.500x003 新生儿脊柱损伤 表 2-3-164
P11.900 中枢神经系统的产伤 表 2-3-164
P11.900x001 新生儿中枢神经系统损伤 表 2-3-164
P13.100 颅骨的其他产伤 表 2-3-164
P14.000 产伤引起的埃尔布麻痹 表 2-3-164
P20.000 在产程开始前首先察觉到的子宫内低氧症 表 2-3-165
P20.100 在产程和分娩中首先察觉到的子宫内低氧症 表 2-3-165
P20.900 子宫内低氧症 表 2-3-165
P20.901 新生儿子宫内低氧酸中毒 表 2-3-165
P21.000 严重的出生窒息 表 2-3-165
P21.900 出生窒息 表 2-3-165
P21.900x002 新生儿低氧血症 表 2-3-165
P22.000 新生儿呼吸窘迫综合征 表 2-3-165
P22.000x001 新生儿肺透明膜病 表 2-3-165
P22.800 新生儿的其他呼吸窘迫 表 2-3-165
P22.801 新生儿呼吸困难 表 2-3-165
P22.900 新生儿的呼吸窘迫 表 2-3-165
P25.000 起源于围生期的间质肺气肿 表 2-3-165
P25.100 起源于围生期的气胸 表 2-3-165
P25.200 起源于围生期的纵隔气肿 表 2-3-165
P25.300 起源于围生期的心包积气 表 2-3-165
P25.800 起源于围生期的与间质肺气肿有关的其他情况 表 2-3-165
P25.801 新生儿肺大疱 表 2-3-165
P26.000 起源于围生期的气管支气管出血 表 2-3-165
P26.100 起源于围生期的大量肺出血 表 2-3-165
P26.800 起源于围生期的其他肺出血 表 2-3-165
P26.900 起源于围生期的肺出血 表 2-3-165
P27.000 威尔逊-米基迪综合征 表 2-3-165
P27.000x001 肺发育未成熟 表 2-3-165
P27.100 起源于围生期的支气管肺发育不良 表 2-3-165
P28.000 新生儿原发性肺不张 表 2-3-165
P28.100 新生儿其他和未特指的肺不张 表 2-3-165
P28.102 新生儿肺不张 表 2-3-165
P28.200 新生儿青紫发作 表 2-3-165
P28.300 新生儿原发性睡眠呼吸暂停 表 2-3-165
1135
疾病编码 疾病名称 排除内容
P28.301 中枢性新生儿睡眠呼吸暂停 表 2-3-165
P28.302 阻塞性新生儿睡眠呼吸暂停 表 2-3-165
P28.303 未特指新生儿睡眠呼吸暂停 表 2-3-165
P28.400 新生儿的其他呼吸暂停 表 2-3-165
P28.401 阻塞性新生儿呼吸暂停 表 2-3-165
P28.402 早产儿呼吸暂停 表 2-3-165
P28.500 新生儿呼吸衰竭 表 2-3-165
P29.000 新生儿心力衰竭 表 2-3-165
P29.100 新生儿心律失常 表 2-3-165
P29.200 新生儿高血压 表 2-3-165
P35.000 先天性风疹综合征 表 2-3-166
P35.000x001 先天性风疹肺炎 表 2-3-166
P35.100 先天性巨细胞病毒感染 表 2-3-166
P35.200 先天性疱疹病毒[单纯疱疹]感染 表 2-3-166
P35.300 先天性病毒性肝炎 表 2-3-166
P35.400 先天性寨卡病毒病 表 2-3-166
P35.401 先天性寨卡病毒病引起的小头畸形 表 2-3-166
P35.800 先天性病毒性疾病，其他的 表 2-3-166
P35.800x001 先天性水痘 表 2-3-166
P36.000 B族链球菌性新生儿脓毒症 表 2-3-166
P36.100 链球菌性新生儿脓毒症，其他的 表 2-3-166
P36.101 链球菌性新生儿脓毒症 表 2-3-166
P36.200 金黄色酿脓葡萄球菌性新生儿脓毒症 表 2-3-166
P36.300 葡萄球菌性新生儿脓毒症，其他的和未特指的 表 2-3-166
P36.301 葡萄球菌性新生儿脓毒症 表 2-3-166
P36.400 大肠杆菌性新生儿脓毒症 表 2-3-166
P36.500 厌氧菌性新生儿脓毒症 表 2-3-166
P36.800 新生儿其他的细菌性脓毒症 表 2-3-166
P36.800x001 新生儿铜绿假单胞菌脓毒症 表 2-3-166
P36.800x002 新生儿肺炎克雷伯菌脓毒症 表 2-3-166
P36.800x003 新生儿阴沟肠杆菌脓毒症 表 2-3-166
P36.800x004 新生儿不动杆菌脓毒症 表 2-3-166
P36.800x005 新生儿枸橼酸杆菌脓毒症 表 2-3-166
P36.900 新生儿的细菌性脓毒症 表 2-3-166
P36.901 新生儿脓毒症 表 2-3-166
P36.902 新生儿菌血症 表 2-3-166
P37.000 先天性结核病 表 2-3-166
P37.800 先天性传染病和寄生虫病，其他特指的 表 2-3-166
P37.800x001 新生儿真菌性脑膜炎 表 2-3-166
P37.800x002 新生儿真菌性脓毒症 表 2-3-166
P39.000 新生儿感染性乳腺炎 表 2-3-166
P39.200 胎儿羊膜腔内感染，不可归类在他处者 表 2-3-166
P39.300 新生儿泌尿道感染 表 2-3-166
1136
疾病编码 疾病名称 排除内容
P50.300 出血流入双胎之另一胎儿 表 2-3-167
P51.000 新生儿脐带大量出血 表 2-3-167
P51.800 新生儿其他的脐带出血 表 2-3-167
P51.801 新生儿脐带结扎滑脱 表 2-3-167
P51.900 新生儿的脐带出血 表 2-3-167
P52.000 胎儿和新生儿脑室内（非创伤性）出血，Ⅰ度 表 2-3-167
P52.100 胎儿和新生儿脑室内（非创伤性）出血，Ⅱ度 表 2-3-167
P52.200 胎儿和新生儿脑室内（非创伤性）出血，Ⅲ-Ⅳ度 表 2-3-167
P52.200x001 新生儿脑室内出血Ⅲ度（非创伤性） 表 2-3-167
P52.200x002 新生儿脑室内出血Ⅳ度（非创伤性） 表 2-3-167
P52.300 胎儿和新生儿的脑室内（非创伤性）出血 表 2-3-167
P52.400 胎儿和新生儿大脑内（非创伤性）出血 表 2-3-167
P52.500 胎儿和新生儿蛛网膜下（非创伤性）出血 表 2-3-167
P52.600 胎儿和新生儿小脑（非创伤性）和后颅凹出血 表 2-3-167
P52.600x001 新生儿小脑出血（非创伤性） 表 2-3-167
P52.600x002 新生儿后颅凹出血（非创伤性） 表 2-3-167
P52.800 胎儿和新生儿其他颅内（非创伤性）出血 表 2-3-167
P52.801 非创伤性新生儿硬膜外出血 表 2-3-167
P52.802 非创伤性新生儿硬膜下出血 表 2-3-167
P52.900 胎儿和新生儿的颅内（非创伤性）出血 表 2-3-167
P54.000 新生儿呕血 表 2-3-167
P54.100 新生儿黑粪症 表 2-3-167
P54.200 新生儿直肠出血 表 2-3-167
P54.300 新生儿胃肠道出血，其他的 表 2-3-167
P54.300x001 新生儿胃肠道出血 表 2-3-167
P54.300x002 新生儿胃出血 表 2-3-167
P54.300x003 新生儿肠出血 表 2-3-167
P54.400 新生儿肾上腺出血 表 2-3-167
P55.000 胎儿和新生儿的Rh同种免疫 表 2-3-167
P55.000x002 新生儿Rh血型不合溶血性贫血 表 2-3-167
P55.001 新生儿抗D抗体增高 表 2-3-167
P55.002 新生儿RH溶血症 表 2-3-167
P55.100 胎儿和新生儿的ABO同种免疫 表 2-3-167
P55.101 新生儿ABO溶血性黄疸 表 2-3-167
P55.102 新生儿ABO溶血性贫血 表 2-3-167
P55.900 胎儿和新生儿的溶血性疾病 表 2-3-167
P57.000 同种免疫引起的核黄疸 表 2-3-167
P57.800 核黄疸，其他特指的 表 2-3-167
P57.900 核黄疸 表 2-3-167
P57.901 新生儿胆红素脑病 表 2-3-167
P58.100 出血引起的新生儿黄疸 表 2-3-167
P58.200 感染引起的新生儿黄疸 表 2-3-167
P58.300 红细胞增多引起的新生儿黄疸 表 2-3-167
1137
疾病编码 疾病名称 排除内容
P58.500 吞咽母血引起的新生儿黄疸 表 2-3-167
P58.800 过度溶血引起的新生儿黄疸，其他特指的 表 2-3-167
P58.800x001 新生儿葡萄糖-6-磷酸脱氢酶[G6PD]缺乏性溶血性贫血 表 2-3-167
P59.000 与早产有关的新生儿黄疸 表 2-3-167
P59.100 胆汁浓缩综合征 表 2-3-167
P59.200 肝细胞损害所致的新生儿黄疸，其他和未特指的 表 2-3-167
P59.201 新生儿肝炎 表 2-3-167
P59.202 婴儿肝炎综合征 表 2-3-167
P59.203 胎儿或新生儿巨细胞肝炎 表 2-3-167
P60.x00 胎儿和新生儿播散性血管内凝血 表 2-3-167
P61.000 短暂性新生儿血小板减少 表 2-3-167
P61.001 新生儿血小板减少性紫癜 表 2-3-167
P61.200 早产性贫血 表 2-3-167
P61.300 胎儿失血所致的先天性贫血 表 2-3-167
P70.200 新生儿糖尿病 表 2-3-168
P76.000 胎粪堵塞综合征 表 2-3-169
P76.100 新生儿暂时性肠梗阻 表 2-3-169
P76.800 新生儿其他特指的肠梗阻 表 2-3-169
P76.801 新生儿肠麻痹 表 2-3-169
P76.900 新生儿肠梗阻 表 2-3-169
P77.x00 胎儿和新生儿的坏死性小肠结肠炎 表 2-3-169
P77.x01 新生儿坏死性小肠结肠炎 表 2-3-169
P78.000 围生期肠穿孔 表 2-3-169
P78.000x003 新生儿空肠穿孔 表 2-3-169
P78.000x004 新生儿回肠穿孔 表 2-3-169
P78.000x005 新生儿结肠穿孔 表 2-3-169
P78.000x006 新生儿乙状结肠穿孔 表 2-3-169
P78.000x007 新生儿直肠穿孔 表 2-3-169
P78.001 新生儿肠穿孔 表 2-3-169
P78.002 胎粪性腹膜炎 表 2-3-169
P78.100 新生儿腹膜炎，其他的 表 2-3-169
P78.100x001 新生儿腹膜炎 表 2-3-169
P80.000 冷伤综合征 表 2-3-170
P83.200 非溶血性疾病引起的胎儿水肿 表 2-3-170
P90.x00 新生儿惊厥 表 2-3-171
P91.000 新生儿大脑缺血 表 2-3-171
P91.000x002 新生儿脑梗死 表 2-3-171
P91.100 新生儿后天性脑室周围囊肿 表 2-3-171
P91.200 新生儿脑白质软化 表 2-3-171
P91.400 新生儿大脑抑制 表 2-3-171
P91.500 新生儿昏迷 表 2-3-171
P91.600 新生儿缺氧缺血性脑病 表 2-3-171
P91.700 后天性新生儿脑积水 表 2-3-171
1138 疾病编码 疾病名称 排除内容 P91.800 新生儿其他特指的大脑障碍 表 2-3-171 P91.800x001 新生儿脑病 表 2-3-171 P91.801 新生儿颅内静脉窦血栓形成 表 2-3-171 P91.802 新生儿中毒性脑病 表 2-3-171 P91.900 新生儿大脑障碍 表 2-3-171 P91.900x001 围生期脑损伤 表 2-3-171 P93.x00 胎儿和新生儿用药引起的反应和中毒 表 2-3-171 P93.x01 新生儿用药中毒 表 2-3-171 P93.x02 新生儿灰白综合征 表 2-3-171 P94.200 先天性张力过低 表 2-3-171 P94.200x001 先天性肌张力减退 表 2-3-171 P94.200x002 先天性肌弛缓综合征[松软儿] 表 2-3-171 P94.800 新生儿其他的肌张力疾患 表 2-3-171 P94.900 新生儿肌张力疾患 表 2-3-171 P96.000 先天性肾衰竭 表 2-3-171 P96.000x001 先天性肾功能衰竭 表 2-3-171 P96.000x002 新生儿尿毒症 表 2-3-171 P96.100 母体使用成瘾药物所致的新生儿脱瘾性症状 表 2-3-171 P96.100x001 新生儿撤药综合征（母亲药瘾） 表 2-3-171 P96.100x002 新生儿药物戒断综合征（母亲药瘾） 表 2-3-171 Q00.100 颅脊柱裂 表 2-3-172 Q00.200 枕骨裂脑露畸形 表 2-3-172 Q00.200x101 开放性枕骨裂脑露畸形 表 2-3-172 Q00.200x201 闭合性枕骨裂脑露畸形 表 2-3-172 Q01.000 额部脑膨出 表 2-3-172 Q01.100 鼻根部脑膨出 表 2-3-172 Q01.200 枕部脑膨出 表 2-3-172 Q03.100 第四脑室正中孔和第四脑室外侧孔闭锁 表 2-3-172 Q03.101 第四脑室外侧孔闭锁 表 2-3-172 Q03.102 第四脑室孔闭塞综合征 表 2-3-172 Q03.103 第四脑室正中孔闭锁 表 2-3-172 Q03.800 先天性脑积水，其他的 表 2-3-172 Q04.000 胼胝体先天性畸形 表 2-3-172 Q04.000x011 胼胝体发育不全 表 2-3-172 Q04.200 前脑无裂畸形 表 2-3-172 Q04.500 巨脑 表 2-3-172 Q05.000 颈段脊柱裂伴有脑积水 表 2-3-172 Q05.000x002 颈段脊髓脊膜膨出伴脑积水 表 2-3-172 Q05.100 胸段脊柱裂伴有脑积水 表 2-3-172 Q05.100x002 胸段脊髓脊膜膨出伴脑积水 表 2-3-172 Q05.200 腰段脊柱裂伴有脑积水 表 2-3-172 Q05.200x002 腰段脊髓脊膜膨出伴脑积水 表 2-3-172 Q05.300 骶段脊柱裂伴有脑积水 表 2-3-172
1139
疾病编码 疾病名称 排除内容
Q05.300x002 骶段脊髓脊膜膨出伴脑积水 表 2-3-172
Q07.900 神经系统先天性畸形 表 2-3-172
Q20.000 共同动脉干 表 2-3-174
Q20.200 左心室双出口 表 2-3-174
