手术操作包括如下：
00.7000x001 全髋关节假体翻修术
29.3900x007 支撑喉镜下鼻咽病损切除术
29.3900x012 咽部病损激光烧灼术
29.3900x017 咽颌淋巴烧灼术
29.3900x019 咽旁间隙病损切除术
29.3901 咽部病损切除术
29.3902 咽旁病损切除术
29.3905 支撑喉镜下咽部病损切除术
29.4x00x003 下咽成形术
29.4x00x004 咽成形术
29.4x01 咽重建术
29.4x02 鼻咽腔闭锁矫正术
29.4x03 咽射频减容术
29.4x04 鼻咽成形术
29.5100 咽裂伤缝合术
29.5200x002 鳃裂瘘管切除术
29.5300x002 咽瘘缝合术
29.5301 咽瘘修补术
29.5302 咽食管瘘切除术
29.5400 咽粘连松解术
29.5901 咽后壁修补术
29.9100x001 咽扩张术
29.9101 鼻咽扩张术
29.9200x001 舌咽神经切断术
29.9200x002 舌下神经切除术
30.0100 喉囊肿的袋形缝合术[造袋术]
30.0900x016 支撑喉镜下声门病损切除术
30.0900x021 会厌病损切除术
30.0900x024 梨状窝病损切除术
30.0900x038 喉病损射频消融术
30.0900x039 支撑喉镜下喉病损激光烧灼术
30.0901 声带病损切除术
30.0902 喉病损切除术
30.0903 内镜下会厌病损切除术
30.0904 内镜下会厌病损激光切除术
30.0905 内镜下声带病损切除术
30.0907 内镜下声带病损射频消融术
30.0908 内镜下声带剥离术
30.0909 内镜下喉病损射频消融术
30.0911 支撑喉镜下喉病损切除术
30.1x00 半喉切除术
30.2100 会厌切除术
30.2100x002 支撑喉镜下会厌切除术
30.2100x003 会厌软骨切除术
30.2101 会厌扩大切除术
30.2200 声带切除术
30.2201 声带部分切除术
30.2202 声带扩大切除术
30.2203 内镜下声带部分切除术
30.2204 内镜下声带切除术
30.2900x001 垂直喉切除术
30.2900x002 喉杓状软骨切除术
30.2900x003 喉部分切除术
30.2900x009 支撑喉镜下喉软骨切除术
30.2900x011 环状软骨-舌骨固定术(次全喉切除)
30.2900x012 环状软骨-舌骨-会厌固定术(次全喉切除)
30.2900x013 喉环状软骨切除术
30.2900x014 甲状软骨切除术
30.2901 舌骨切除术
30.2902 舌骨部分切除术
30.2903 室带部分切除术
30.2904 喉软骨切除术
30.2905 喉软骨部分切除术
30.2906 喉裂开术
30.2907 额侧喉部分切除术
30.2908 声门上喉部分切除术
30.2909 垂直喉部分切除术
30.2910 外侧喉部分切除术
30.2911 喉次全切除术
30.2912 支撑喉镜下杓状软骨切除术
30.3x00 全部喉切除术
30.3x01 全喉扩大切除术
30.3x02 喉咽切除术
30.3x03 喉咽食管切除术
30.3x04 残余喉切除术
30.4x00x002 全喉切除伴根治性淋巴结清扫术
31.3x00x001 支撑喉镜下喉切开引流术
31.3x00x005 会厌切开引流术
31.3x01 喉探查术
31.3x03 气管切开异物取出术
31.4501 开放性气管活组织检查术
31.4502 开放性喉活组织检查术
31.5x00x003 气管病损激光烧灼术
31.5x00x012 气管节段切除术
31.5x00x013 纵隔镜下气管病损切除术
31.5x00x014 气管隆突病损切除术
31.5x01 气管病损切除术
31.5x02 气管部分切除术
31.6100 喉裂伤缝合术
31.6201 喉气管瘘管切除术
31.6202 喉气管瘘修补术
31.6300 喉造口修复术
31.6400 喉骨骨折修补术
31.6900x007 声带固定术
31.6900x008 声带转位术
31.6900x013 喉支架置入术
31.6901 喉结成形术
31.6902 喉成形术
31.6903 喉功能重建术
31.6904 喉双蒂双肌瓣修复术
31.6905 环甲膜缩短术
31.6906 会厌成形术
31.6907 甲状软骨成形术
31.6908 声门成形术
31.6909 声带外移术
31.6910 声带成形术
31.6911 内镜下声带成形术
31.6912 内镜下环杓关节复位术
31.6913 内镜下喉成形术
31.7100x001 气管修补术
31.7300x001 气管瘘闭合术
31.7301 气管食管瘘修补术
31.7500x002 气管成形伴人工喉重建术
31.7500x004 人工气管重建术
31.7501 发音重建术
31.7502 发音钮置入术
31.7503 气管重建术
31.7504 人工喉建造术
31.7900x004 气管狭窄松解术
31.7900x005 气管隆突成形术
31.7900x006 气管扩张术
31.7901 气管成形术
31.7902 人造气管移植术
31.7903 气管狭窄修复术
31.7904 气管膜部修补术
31.9100x001 喉返神经切断术
31.9100x002 喉返神经解剖术
31.9201 气管粘连松解术
31.9202 声带粘连松解术
31.9203 喉粘连松解术
31.9204 内镜下声带粘连松解术
31.9301 气管支架置换术
31.9302 喉支架置换术
31.9500 气管食管造口术
31.9501 内镜下气管食管造口术
31.9805 喉支架取出术
31.9807 内镜下喉扩张术
31.9901 气管硅胶管植入术
31.9902 气管扩张管去除术
31.9903 气管球囊扩张术
31.9904 气管人工假体植入术
31.9905 气管悬吊术
32.0102 内镜下支气管病损破坏术
32.1x00x004 胸腔镜下支气管袖形切除术
32.1x01 支气管袖状切除术
32.1x02 支气管楔形切除术
32.1x03 支气管部分切除术
32.1x04 胸腔镜下支气管部分切除术
32.2000x002 纵隔镜下肺病损切除术
32.2001 胸腔镜下肺楔形切除术
32.2002 胸腔镜下肺大疱切除术
32.2003 胸腔镜下肺病损切除术
32.2004 胸腔镜下肺病损氩氦刀冷冻术
32.2100 肺大疱折叠术
32.2100x001 肺大泡缝扎术
32.2100x005 胸腔镜下肺大泡缝扎术
32.2101 胸腔镜下肺大疱折叠术
32.2200 肺容量减少术
32.2200x004 支气管镜下肺减容术
32.2201 胸腔镜下肺减容术
32.2300x001 直视下肺病损射频消融术
32.2500x001 胸腔镜下肺病损射频消融术
32.2800x008 胸腔镜下肺部分切除术
32.2801 内镜下肺病损切除术
32.2802 内镜下肺大疱切除术
32.2803 内镜下肺病损激光切除术
32.2804 内镜下肺病损电凝切除术
32.2900x005 肺病损氩氦刀冷冻术
32.2900x016 余肺楔形切除术
32.2901 肺病损切除术
32.2902 肺大疱切除术
32.2903 肺袖式切除术
32.2904 肺楔形切除术
32.2905 肺部分切除术
32.3001 胸腔镜下肺叶部分切除术
32.3900x003 全余肺切除术
32.3901 肺节段切除术
32.3902 肺叶部分切除术
32.4100 胸腔镜下肺叶切除术
32.4100x002 胸腔镜下复合肺叶切除术
32.4900x002 肺叶伴肺段切除术
32.4900x003 余肺肺叶切除术
32.4901 肺叶伴邻近肺叶节段切除术
32.4902 肺叶切除术
32.4903 肺叶袖状切除术
32.5000x001 胸腔镜下全肺切除术
32.5001 胸腔镜下全肺切除术伴纵隔淋巴
32.5900x001 全肺切除术清扫
32.5901 全肺切除术伴纵隔淋巴结清扫术
32.6x00x002 肺叶切除术伴淋巴结清扫术
32.6x00x004 支气管根治性清扫术
33.0x00x003 胸腔镜下支气管切开异物取出术
33.0x00x004 胸腔镜下支气管切开术
33.0x01 支气管造口术
33.0x02 支气管切开引流术
33.0x03 支气管切开异物取出术
33.0x04 支气管血肿清除术
33.1x00x003 胸腔镜下肺内异物取出术
33.1x00x004 胸腔镜下肺切开术
33.1x01 肺大疱外引流术
33.1x02 肺切开血肿清除术
33.1x03 肺切开引流术
33.1x04 肺内异物取出术
33.1x05 胸腔镜下肺切开引流术
33.1x06 胸腔镜下肺切开血肿清除术
33.2500x003 直视下支气管活检术
33.2800x001 开胸肺活检术
33.3100x001 膈神经破坏术
33.3201 胸膜腔注气术
33.3202 胸腔镜下胸腔注气术
33.3400 胸廓成形术
33.3401 部分胸廓成形术
33.3402 胸廓改良成形术
33.3901 肺粘连松解术
33.3902 胸膜粘连松解术
33.3903 胸腔镜下胸膜粘连松解术
33.4100 支气管裂伤缝合术
33.4100x002 胸腔镜下支气管裂伤缝合术
33.4200x001 食管-支气管瘘修补术
33.4201 内镜下支气管食管瘘闭合术
33.4300x002 肺裂伤修补术
33.4801 胸腔镜下支气管成形术
33.4802 支气管成形术
33.4803 支气管吻合术
33.4804 气管支气管吻合术
33.4805 支气管修补术
33.4901 肺修补术
33.4902 胸腔镜下肺修补术
33.9200 支气管结扎术
33.9200x002 胸腔镜下支气管结扎术
33.9900x001 支气管肺灌洗术
33.9901 肺灌洗术
33.9902 胸壁粘连松解术
34.0100x002 胸膜外引流术
34.0102 胸壁切开异物取出术
34.0103 胸壁切开血肿清除术
34.0200x001 开胸探查术
34.0300x001 近期开胸术后再开胸术
34.0500 创建胸膜腹膜分流术
34.0900x006 胸膜切开探查术
34.0900x011 开胸止血术
34.0903 胸腔切开引流术
34.0904 开胸异物取出术
34.0906 胸腔镜下胸腔切开止血术
34.1x01 纵隔切开引流术
34.1x02 纵隔探查术
34.1x03 纵隔切开异物取出术
34.1x04 纵隔血肿清除术
34.2000 胸腔镜胸膜活组织检查
34.2501 内镜下纵隔活组织检查
34.2502 胸腔镜下纵隔活组织检查
34.2600 开放性纵隔活组织检查
34.2700x001 膈肌活检术
34.3x01 经皮纵隔病损射频消融术
34.3x02 纵隔病损切除术
34.3x03 纵隔病损射频消融术
34.3x04 胸腔镜下纵隔病损切除术
34.3x05 纵隔镜下纵隔病损切除术
34.4x00x008 胸腔病损切除术
34.4x01 胸壁病损切除术
34.4x02 胸壁部分切除术
34.4x03 胸腔镜下胸壁病损切除术
34.5100x004 脏层胸膜剥除术
34.5100x005 肺门胸膜剥除松解术
34.5101 胸膜剥脱术
34.5901 胸膜部分切除术
34.5902 胸膜病损切除术
34.5903 胸膜切除术
34.5904 胸腔镜下胸膜病损切除术
34.6x00 胸膜划痕术
34.6x01 胸膜硬化术
34.6x02 胸腔镜下胸膜划痕术
34.7100 胸壁裂伤缝合术
34.7101 胸壁清创缝合术
34.7200 胸廓造口闭合术
34.7300x001 食管-胸膜瘘闭合术
34.7301 支气管胸膜瘘闭合术
34.7302 胸壁瘘管闭合术
34.7303 支气管镜下支气管胸膜瘘修补术
34.7400x001 鸡胸矫正术
34.7400x005 胸廓畸形矫正术
34.7400x007 鸡胸反 NUSS 手术
34.7400x008 漏斗胸 NUSS 手术
34.7400x009 胸腔镜下鸡胸反 NUSS 手术
34.7401 漏斗胸畸形矫正术
34.7403 胸腔镜下胸廓畸形矫正术
34.7900x001 胸壁修补术
34.7900x002 关胸术
34.7900x003 胸壁缺损修补术(人工材料)
34.7900x004 胸壁缺损修补术(自体材料)
34.8101 横膈病损切除术
34.8102 横膈部分切除术
34.8200 横膈裂伤缝合术
34.8200x002 膈肌缝合术
34.8301 胸腹瘘管切除术
34.8302 胸胃瘘管切除术
34.8303 胸肠瘘管切除术
34.8400x003 膈肌修补术
34.8500 横膈起搏器置入
34.8900x002 膈肌脓肿引流术
34.8900x003 膈肌切开术
34.8900x004 膈上升术
34.9300 胸膜修补术
34.9301 带蒂大网膜胸腔移植术
34.9302 胸腔镜下胸膜修补术
34.9901 胸腔粘连松解术
34.9902 胸膜固定术
34.9904 胸腔镜下胸腔粘连松解术
34.9905 胸腔镜下胸膜固定术
38.0200x002 颈动脉探查术
38.0201 颈动脉取栓术
38.1200x003 颈动脉内膜剥脱术
38.1201 颈动脉内膜切除术
38.1202 颈动脉内膜切除伴补片修补术
38.3100 颅内血管部分切除伴吻合术
38.3100x001 脑血管切除伴吻合术
38.3101 颅内血管畸形切除伴吻合术
38.3200x002 颈内动脉瘤切除伴吻合术
38.3202 颈动脉部分切除伴吻合术
38.4200x001 颈动脉部分切除伴颈总-颈内动脉人工血管搭桥术
38.4200x002 颈总动脉切除伴自体血管移植术
38.4200x003 颈动脉部分切除伴颈总-颈内动脉自体血管搭桥术
38.4201 颈动脉部分切除伴置换术
38.4202 椎动脉瘤切除伴置换术
38.4203 颈动脉动脉瘤切除伴置换术
38.4300x002 桡动脉部分切除伴桡尺动脉自体血管移植术
38.5702 阴茎静脉曲张结扎术
38.6100x001 脊髓畸形血管切除术
38.6100x002 颅内动脉瘤切除术
38.6100x005 椎管内畸形血管切除术
38.6101 颅内血管畸形切除术
38.6200x002 颈静脉瘤切除术
38.6200x003 颈静脉扩张切除术
38.6200x005 颈动脉瘤切除术
38.6200x006 颈外动脉瘤切除术
38.6200x007 颈外静脉瘤切除术
38.8100x004 椎动脉结扎术
38.8101 颅内血管畸形夹闭术
38.8200x003 颈内动脉结扎术
38.8200x005 颈内静脉结扎术
38.8200x006 颈前静脉结扎术
38.8200x007 颈总动脉结扎术
38.8200x008 颈外动脉结扎术
38.8202 颈静脉结扎术
38.8203 舌动脉结扎术
38.8303 桡动脉结扎术
38.8609 子宫动脉结扎术
38.8700x002 卵巢动静脉高位结扎术
38.8700x008 子宫动静脉高位结扎术
39.1x00x007 肠系膜上静脉-右心房人工血管分流术
39.2200x002 颈外动脉-颈内动脉人工血管搭桥术
39.2200x004 颈总动脉-锁骨下动脉搭桥术
39.2200x018 颈外动脉-颈内动脉自体血管搭桥术
39.2800x002 颞肌贴敷术
39.2801 颞浅动脉-大脑中动脉搭桥术
39.2900x012 颈外静脉-颈内静脉搭桥术
39.3100x005 颈总动脉修补术
39.3100x007 桡动脉修补术
39.3100x009 足背动脉修补术
39.4200x004 为肾透析的自体血管动静脉瘘修补术
39.4300x001 去除用于肾透析的动静脉搭桥术
39.5100x004 内窥镜下脑动脉瘤夹闭术
39.5101 颈动脉瘤夹闭术
39.5500 迷走肾血管的再植入
39.5900x006 颈内动脉成形术
39.5900x013 颞浅动脉贴敷术
39.9800x003 颈内动脉瘤破裂止血术
40.1100x005 经支气管超声内镜纵隔淋巴结穿刺活检术
40.3x00x003 腔镜下区域性腋窝淋巴结区域切除术
40.9x00x016 淋巴管瘤注射术
42.0901 食管切开异物取出术
42.0902 食管切开探查术
42.1200 食管憩室外置术
42.1901 胸部食管造口术
42.2100 经手术切开的食管镜检查
42.2200 经人工造口的食管镜检查
42.3100x001 食管憩室切除术
42.3101 胸腔镜食管憩室切除术
42.3201 食管病损切除术
42.4100 部分食管切除术
42.4100x008 食管内翻拔脱术
42.4100x009 胸腔镜下食管部分切除术
42.4101 胸腹联合切口食管部分切除术
42.4102 颈胸腹三切口食管部分切除术
42.4103 胸腔镜食管部分切除术
42.4104 胸腔镜颈腹切口食管部分切除术
42.4201 胸腹联合切口全食管切除术
42.4202 颈胸腹三切口全食管切除术
42.4203 胸腔镜全食管切除术
42.5100 胸内食管食管吻合术
42.5200 胸内食管胃吻合术
42.5200x005 胸内食管-胃颈部吻合术
42.5201 食管胃弓上吻合术
42.5202 食管胃弓下吻合术
42.5300x001 胸内空肠代食管术
42.5500x001 胸内结肠代食管术
42.5801 人工食管建造术
42.5802 胃-咽吻合术
42.5803 胃-喉吻合术
42.5900x001 食管-空肠弓上吻合术
42.6100 胸骨前食管食管吻合术
42.6200 胸骨前食管胃吻合术
42.6300 胸骨前食管吻合术伴小肠间置术
42.6400x002 胸骨前食管-小肠吻合术
42.6401 胸骨前食管十二指肠吻合术
42.6402 胸骨前食管回肠吻合术
42.6403 胸骨前食管空肠吻合术
42.6500 胸骨前食管吻合术伴结肠间置术
42.6601 胸骨前食管结肠吻合术
42.7x00x001 食管贲门肌层切开术
42.7x01 改良食管肌层切开术[改良HELLER 手术]
42.7x02 腹腔镜食管贲门肌层切开术
42.7x03 内镜下贲门肌切开术(POEM)
42.7x04 胸腔镜食管肌层切开术
42.8200 食管裂伤缝合术
42.8300 食管造口闭合术
42.8400 食管瘘修补术
42.8501 食管吻合口狭窄修补术
42.8502 食管镜食管狭窄整复术
42.9100x002 食管静脉曲张套扎术
44.0200 高选择性迷走神经切断术
45.7600x018 巨结肠切除术
45.9301 回肠-横结肠吻合术
45.9303 回肠-盲肠吻合术
47.1900x001 附带阑尾切除术
49.9100 肛门隔膜切开术
49.9301 肛门挂线去除术
50.2201 肝楔形切除术
50.2900x020 腹腔镜下肝内无水酒精注射术
50.6901 肝固定术
51.3903 胆总管胃空肠吻合术
51.5900x006 腹腔镜下胆道探查术
51.9200 胆囊造口闭合术
52.4x03 胰腺囊肿空肠吻合术
52.5100x001 胰近端切除伴十二指肠切除术
52.5201 胰尾切除术
52.8400 朗格汉斯胰岛细胞自体移植
52.8500 朗格汉斯胰岛细胞异体移植
53.8300x001 胸腔镜下膈疝修补术
53.8301 胸腔镜下食管裂孔疝修补术
54.1101 腹腔镜中转剖腹探查术
54.1900x001 腹部血肿去除术
54.2100x005 经阴道腹腔镜检查
54.4x00x012 骶尾部病损切除术
54.4x00x047 腰骶病损切除术
54.9800x013 腹膜透析置管导丝法复位术
54.9800x014 腹膜透析置管腹腔法复位术
55.0101 肾探查术
55.0102 肾切开取石术
55.0105 肾囊肿去顶术
55.0106 腹腔镜下肾囊肿去顶术
55.0108 移植肾探查术
55.0109 腹腔镜下肾探查术
55.0111 腹腔镜下肾切开取石术
55.0200 肾造口术
55.0201 腹腔镜下肾造口术
55.0300x002 经皮肾镜取石术(II 期)(再次住院)
55.0300x003 经皮肾镜取石术(I 期)
55.0300x005 经皮肾造口术
55.0300x006 经皮肾镜异物取出术
55.0300x007 经皮肾镜取石术(II 期)(同次住院)
55.0301 经皮肾盂造口取石术
55.0302 经皮肾镜取石术
55.0303 经皮肾镜肾盏扩张术
55.0400x005 经皮肾镜超声碎石取石术(II期)(再次住院)
55.0400x006 经皮肾镜激光碎石取石术(II期)(再次住院)
55.0400x007 经皮肾镜气压弹道碎石取石术(II期)(再次住院)
55.0400x008 经皮肾镜超声碎石取石术(II期)(同次住院)
55.0400x009 经皮肾镜激光碎石取石术(II期)(同次住院)
55.0400x010 经皮肾镜气压弹道碎石取石术(II 期)(同次住院)
55.0401 经皮肾镜气压弹道碎石术
55.0403 经皮肾镜超声碎石术
55.0404 经皮肾镜激光碎石术
55.1100x001 肾盂切开探查术
55.1101 肾盂切开取石术
55.1102 肾盂切开引流术
55.1103 肾盂造口结石切除术
55.1104 肾窦切开取石术
55.1105 肾盏切开取石术
55.1106 肾盏切开探查术
55.1107 肾盂囊肿开窗术
55.1108 腹腔镜下肾盂旁囊肿去顶术
55.1109 腹腔镜下肾盂切开取石术
55.1200 肾盂造口术
55.2400 开放性肾活组织检查
55.3100 肾病损袋形缝合术[造袋术]
55.3401 腹腔镜下肾病损消融术
55.3900x001 副肾切除术
55.3900x003 肾病损切除术
55.3902 经尿道输尿管镜肾病损激光切除术
55.3903 经皮肾镜肾盂病损电切术
55.4x00 部分肾切除术
55.4x01 肾楔形切除术
55.4x02 肾盂部分切除术
55.4x03 腹腔镜下肾部分切除术
55.4x04 肾盂切除术
55.4x05 肾盏切除术
55.5100 肾输尿管切除术
55.5101 单侧肾切除术
55.5102 供肾取肾术
55.5103 腹腔镜下单侧肾切除术
55.5104 腹腔镜下单侧肾输尿管切除术
55.5105 腹腔镜供肾取肾术
55.5106 腹腔镜膀胱镜下肾输尿管切除术
55.5200 残留肾切除术
55.5201 孤立肾切除术
55.5300x001 移植肾切除术
55.5400 双侧肾切除术
55.5401 腹腔镜下双侧肾切除术
55.7x00 肾固定术
55.7x01 腹腔镜下肾固定术
55.8101 肾裂伤修补术
55.8102 移植肾破裂修补术
55.8201 肾盂造口闭合术
55.8202 肾造口闭合术
55.8500 马蹄形肾联合部切开术
55.8501 腹腔镜马蹄肾峡部分离术
55.8600x006 腹腔镜下肾盏-输尿管吻合术
55.8601 移植肾输尿管膀胱吻合术
55.8602 肾盂输尿管吻合术
55.8603 肾盏输尿管吻合术
55.8605 肾盂输尿管膀胱吻合术
55.8606 腹腔镜下肾盂输尿管吻合术
55.8701 肾盂成形术
55.8702 肾盂输尿管成形术
55.8703 腹腔镜下肾盂输尿管成形术
55.8704 腹腔镜下肾盂成形术
55.8900x002 供体肾修整术
55.8900x003 腹腔镜下融合肾离断术
55.8900x004 融合肾离断术
55.8901 肾修补术
55.9100x003 肾囊肿切除术
55.9100x004 肾盂囊肿切除术
55.9100x005 肾盂旁囊肿切除术
55.9701 机械肾植入术
55.9702 机械肾置换术
55.9800 机械肾去除
55.9901 肾折叠术
55.9902 肾蒂淋巴管离断术
55.9903 腹腔镜下肾折叠术
56.0x01 经尿道输尿管/肾盂异物取出术
56.0x02 经尿道输尿管/肾盂取石术
56.0x03 经尿道输尿管/肾盂激光碎石术
56.0x04 经尿道输尿管/肾盂气压弹道碎石术
56.0x05 经尿道输尿管/肾盂超声碎石术
56.0x06 经尿道输尿管/肾盂激光碎石取石术
56.0x07 经尿道输尿管/肾盂气压弹道碎石取石术
56.0x08 经尿道输尿管/肾盂超声碎石取石术
56.1x00x001 输尿管口切开术
56.1x01 膀胱镜下输尿管口切开术
56.2x00x002 经皮肾镜输尿管内切开术
56.2x00x007 输尿管切开探查术
56.2x01 输尿管切开取石术
56.2x02 输尿管切开异物取出术
56.2x03 输尿管切开引流术
56.2x04 腹腔镜下输尿管切开取石术
56.2x05 输尿管镜下输尿管切开术
56.3300x003 经皮肾镜输尿管活检术
56.3400 开放性输尿管活组织检查
56.4100x008 膀胱镜下输尿管病损切除术
56.4100x009 腹腔镜下输尿管囊肿造口术
56.4100x011 腹腔镜下输尿管残端切除术
56.4100x012 经尿道输尿管病损激光切除术
56.4101 输尿管病损切除术
56.4104 输尿管缩短伴再植术
56.4106 内镜下输尿管病损切除术
56.4200 输尿管全部切除术
56.5101 乙状结肠膀胱腹壁造口术
56.5102 回肠输尿管皮肤造口术
56.5200x001 输尿管-回肠皮肤造口修正术
56.6100x001 输尿管-皮肤造口术
56.6100x003 输尿管造口术
56.6100x004 腹腔镜下输尿管-皮肤造口术
56.7100x004 腹腔镜下输尿管-乙状结肠吻合术
56.7102 输尿管-结肠吻合术
56.7104 输尿管-阑尾吻合术
56.7105 输尿管-空肠吻合术
56.7400 输尿管膀胱吻合术
56.7401 用膀胱补片的输尿管置换术
56.7402 腹腔镜下输尿管膀胱吻合术
56.7501 左右输尿管吻合术
56.8100 输尿管管腔内粘连松解术
56.8200x002 腹腔镜下输尿管损伤修复术
56.8201 输尿管裂伤修补术
56.8300 输尿管造口闭合术
56.8400x001 输尿管瘘修补术
56.8401 输尿管阴道瘘修补术
56.8500 输尿管固定术
56.8600 输尿管结扎去除术
56.8900x001 肠管代输尿管术
56.8900x006 腹腔镜下肠管代输尿管术
56.8901 输尿管成形术
56.8902 输尿管移植术
56.8903 输尿管延长术
56.8904 输尿管复位术
56.8905 空肠代输尿管术
56.8906 回肠代输尿管术
56.8907 膀胱瓣代输尿管术
56.8908 腹腔镜下输尿管成形术
56.8909 腹腔镜下膀胱瓣代输尿管术
56.9100 输尿管口扩张
56.9101 膀胱镜下输尿管口扩张术
56.9500 输尿管结扎术
56.9500x001 腹腔镜下输尿管结扎术
57.0x00x002 经尿道膀胱镜膀胱碎石钳碎石术
57.0x00x003 经尿道膀胱镜膀胱异物取出术
57.0x00x005 经尿道膀胱镜膀胱取石术
57.0x00x006 经尿道膀胱镜膀胱血块清除术
57.0x00x007 经尿道膀胱镜膀胱激光碎石术
57.0x00x008 经尿道膀胱镜膀胱超声碎石取石术
57.0x00x009 经尿道膀胱镜膀胱气压弹道碎石取石术
57.0x00x010 经尿道膀胱镜膀胱超声碎石术
57.0x00x011 经尿道膀胱镜膀胱气压弹道碎石术
57.0x00x012 经尿道膀胱镜膀胱激光碎石取石术
57.0x00x013 经尿道膀胱镜膀胱碎石钳碎石取石术
57.0x01 经尿道膀胱引流术
57.0x02 经尿道膀胱异物取出术
57.0x03 经尿道膀胱取石术
57.0x04 经尿道膀胱血块清除术
57.0x05 经尿道膀胱超声碎石术
57.0x06 经尿道膀胱激光碎石术
57.0x07 经尿道膀胱气压弹道碎石术
57.0x08 经尿道膀胱碎石钳碎石取石术
57.1200 膀胱切开的膀胱腔内粘连松解术
57.1901 膀胱探查术
57.1902 膀胱切开取石术
57.1903 膀胱切开异物取出术
57.1904 膀胱切开引流术
57.1905 膀胱切开血块清除术
57.2100 膀胱造口术
57.3400x002 直视下膀胱活检术
57.4100x002 经尿道膀胱腔内粘连松解术
57.4900x001 经尿道膀胱病损电切术
57.4901 经尿道膀胱病损切除术
57.4902 经尿道膀胱颈电切术
57.5100 脐尿管切除术
57.5100x001 脐尿管病损切除术
57.5100x003 腹腔镜下脐尿管病损切除术
57.5102 腹腔镜下脐尿管切除术
57.5900x001 膀胱病损激光切除术
57.5901 膀胱病损切除术
57.5902 膀胱憩室切除术
57.5903 膀胱颈切除术
57.5904 膀胱病损耻骨上切除术
57.5905 膀胱内膜切除术
57.5906 膀胱病损电灼术
57.6x00 部分膀胱切除术
57.6x01 膀胱大部切除术
57.6x02 膀胱穹隆切除术
57.6x03 膀胱楔形切除术
57.6x04 膀胱三角区切除术
57.6x05 膀胱袖状切除术
57.6x06 腹腔镜下膀胱部分切除术
57.7100 根治性膀胱切除术
57.7101 膀胱尿道全切除术
57.7102 男性盆腔脏器去除术
57.7103 腹腔镜下膀胱根治切除术
57.7900x001 膀胱全切除术
57.7901 腹腔镜下全膀胱切除术
57.8100 膀胱裂伤缝合术
57.8200 膀胱造口闭合术
57.8400x004 腹腔镜下膀胱-阴道瘘修补术
57.8400x005 经阴道膀胱-阴道瘘修补术
57.8401 膀胱瘘修补术
57.8402 膀胱阴道瘘修补术
57.8404 膀胱子宫瘘修补术
57.8500x002 膀胱颈重建术
57.8501 膀胱颈成形术
57.8600 膀胱外翻修补术
57.8700x005 腹腔镜下回肠代膀胱术
57.8700x006 腹腔镜下可控性肠代膀胱术
57.8700x007 腹腔镜下胃代膀胱术
57.8700x008 腹腔镜下直肠代膀胱术
57.8700x009 胃代膀胱术
57.8701 回肠代膀胱术
57.8704 直肠代膀胱术
57.8706 乙状结肠代膀胱术
57.8900x001 膀胱修补术
57.8900x003 腹腔镜下膀胱颈悬吊术
57.8900x004 膀胱颈悬吊术
57.8903 膀胱悬吊术
57.9102 经尿道膀胱颈切断术
57.9201 经尿道膀胱颈扩张术
57.9300x001 膀胱术后出血止血术
57.9301 经尿道膀胱电凝止血术
58.0x00x003 尿道切开探查术
58.0x01 尿道切开取石术
58.0x02 尿道会阴造口术
58.0x03 尿道切开异物取出术
58.0x04 尿道阴道造口术
58.0x05 尿道隔膜切除术
58.1x01 尿道外口切开术
58.3101 经尿道尿道病损电切术
58.3102 经尿道精阜电切术
58.3103 经尿道尿道狭窄电切术
58.3901 尿道病损切除术
58.3902 尿道瓣膜切除术
58.3903 尿道切除术
58.3904 尿道部分切除术
58.3905 尿道狭窄切除术
58.3906 尿道口病损切除术
58.4100 尿道裂伤缝合术
58.4200 尿道造口闭合术
58.4301 尿道瘘修补术
58.4302 尿道阴道瘘修补术
58.4303 尿道直肠瘘修补术
58.4304 尿道会阴瘘修补术
58.4305 腹腔镜下尿道瘘修补术
58.4400x001 尿道拖入术
58.4401 尿道吻合术
58.4501 尿道上裂修补术
58.4502 尿道下裂修补术
58.4503 阴茎皮条法尿道成形术
58.4600x001 膀胱粘膜瓣代尿道成形术
58.4600x002 颊粘膜代尿道成形术
58.4600x003 结肠粘膜代尿道成形术
58.4600x004 回肠粘膜代尿道成形术
58.4600x005 阴唇皮瓣代尿道成形术
58.4600x006 包皮皮肤代尿道成形术
58.4600x007 舌黏膜代尿道成形术
58.4600x008 唇黏膜代尿道成形术
58.4601 尿道建造术
58.4701 尿道口紧缩术
58.4702 腹腔镜下尿道口紧缩术
58.4900x003 尿道修补术
58.4900x005 会阴阴囊皮瓣尿道成形术
58.4900x006 后尿道成形术
58.4901 尿道成形术
58.4902 尿道折叠术
58.5x00 尿道狭窄松解术
58.5x00x002 经尿道尿道切开术
58.5x01 尿道括约肌切开术
58.5x02 内镜下尿道内口切开术
58.5x03 尿道内口切开术
58.6x00x001 尿道-膀胱连接处扩张术
58.6x00x003 经内镜尿道结石取出术
58.6x00x004 经内镜尿道异物取出术
58.6x01 尿道会师术
58.6x02 尿道支架置入术
58.6x03 前列腺尿道记忆金属支架置入术
58.9101 尿道球腺引流术
58.9102 尿道旁切开引流术
58.9200x002 尿道旁腺病损切除术
58.9201 尿道旁病损切除术
58.9300x001 尿道金属支架置入术
58.9901 可膨胀的尿道括约肌去除术
59.0000 腹膜后清扫术
59.0200x007 肾周围淋巴管剥脱术
59.0201 输尿管狭窄松解术
59.0202 输尿管周围粘连松解术
