疾病编码 疾病名称 排除内容
J18.801 肺泡性肺炎 表 7-89
J18.802 医院获得性肺炎 表 7-89
J18.803 阻塞性肺炎 表 7-89
J18.900 肺炎 表 7-89
J18.901 非典型性肺炎 表 7-89
J18.902 迁延性肺炎 表 7-89
J18.903 重症肺炎 表 7-89
J22.x00 急性下呼吸道感染 表 7-90
J44.000 慢性阻塞性肺病伴有急性下呼吸道感染 表 7-92
J69.000 食物和呕吐物引起的肺炎 表 7-93
J69.000x002 吸入胃分泌物引起的肺炎 表 7-93
J69.001 吸入性肺炎 表 7-93
J81.x00 肺水肿 表 7-94
J81.x00x002 急性肺水肿 表 7-94
J85.100 肺脓肿伴有肺炎 表 7-95
J85.200 肺脓肿不伴有肺炎 表 7-95
J85.300 纵隔脓肿 表 7-95
J86.000 脓胸伴有瘘 表 7-95
J86.000x006 支气管胃瘘 表 7-95
J86.000x013 支气管胆管瘘 表 7-95
J86.001 肝胸膜瘘 表 7-95
J86.002 结肠胸腔瘘 表 7-95
J86.003 气管食管瘘 表 7-95
J86.004 食管纵隔瘘 表 7-95
J86.005 食管胸腔瘘 表 7-95
J86.006 食管胸膜皮肤瘘 表 7-95
J86.007 食管支气管瘘 表 7-95
J86.008 食管胃支气管瘘 表 7-95
J86.009 手术后支气管胸膜瘘 表 7-95
J86.010 胸腹瘘 表 7-95
J86.011 胸胃瘘 表 7-95
J86.012 胸壁瘘 表 7-95
J86.013 胸壁窦道 表 7-95
J86.015 支气管胃结肠瘘 表 7-95
J86.016 支气管瘘 表 7-95
J86.017 支气管胸膜瘘 表 7-95
J86.018 支气管内脏瘘 表 7-95
J86.019 纵隔瘘 表 7-95
J86.020 纵隔支气管瘘 表 7-95
1160
疾病编码 疾病名称 排除内容
J86.901 化脓性胸膜炎 表 7-95
J86.902 包裹性脓胸 表 7-95
J86.903 脓气胸 表 7-95
J90.x00 胸腔积液，不可归类在他处者 表 7-96
J90.x00x002 渗出性胸膜炎 表 7-96
J90.x00x003 胸膜炎伴积液 表 7-96
J90.x00x004 浆液性胸膜炎 表 7-96
J90.x00x005 化学性胸浆膜炎 表 7-96
J90.x01 包裹性胸膜炎 表 7-96
J90.x02 急性渗出性胸膜炎 表 7-96
J93.003 张力性气胸 表 7-96
J93.800x001 包裹性气胸 表 7-96
J95.100 胸腔手术后的急性肺功能不全 表 7-97
J95.300 手术后慢性肺功能不全 表 7-97
J95.800x001 气管插管后喉水肿 表 7-97
J95.800x004 手术操作后呼吸衰竭 表 7-97
J95.800x009 主支气管吻合口狭窄 表 7-97
J95.800x012 手术后气管食管瘘 表 7-97
J95.800x013 手术后气管瘘 表 7-97
J95.800x016 手术后脓胸 表 7-97
J95.801 手术后胸腔积液 表 7-97
J95.802 呼吸机相关性肺炎 表 7-97
J95.803 空鼻综合征 表 7-97
J95.804 手术后气胸 表 7-97
J95.805 手术后喉水肿 表 7-97
J95.806 手术后声带麻痹 表 7-97
J95.807 手术后声带粘连 表 7-97
J95.808 手术后气管狭窄 表 7-97
J95.809 手术后喉粘连 表 7-97
J95.810 手术后支气管吻合口狭窄 表 7-97
J95.811 手术后肺水肿 表 7-97
J96.000 急性呼吸衰竭 表 7-97
J96.900x001 呼吸衰竭 表 7-97
J96.900x002 I 型呼吸衰竭 表 7-97
J96.900x003 Ⅱ型呼吸衰竭 表 7-97
J98.500x001 慢性纵隔炎 表 7-97
J98.500x007 纵隔萎缩[Retractionofmediastinum] 表 7-97
J98.500x008 纵隔肉芽肿 表 7-97
J98.501 急性纵隔炎 表 7-97
J98.502 纵隔感染 表 7-97
J98.503 纵隔炎 表 7-97
J98.504 纵隔疝 表 7-97
J98.505 纵隔囊肿 表 7-97
1161
疾病编码 疾病名称 排除内容
J98.506 纵隔纤维化 表 7-97
J98.507 纵隔肿物 表 7-97
J98.508 纵隔炎性假瘤 表 7-97
K11.900x004 唾液腺病 表 7-98
K11.901 腮腺区肿物 表 7-98
K11.902 涎腺肿物 表 7-98
K11.903 颌下腺肿物 表 7-98
K22.300 食管穿孔 表 7-99
K22.301 食管破裂 表 7-99
K25.000 急性胃溃疡伴有出血 表 7-99
K25.000x001 胃黏膜下恒径动脉破裂出血 表 7-99
K25.000x002 急性胃黏膜病变伴出血 表 7-99
K25.001 迪厄拉富瓦溃疡 表 7-99
K25.100x001 胃溃疡伴急性穿孔 表 7-99
K25.400x001 胃溃疡伴出血 表 7-99
K25.400x002 胃窦部溃疡伴出血 表 7-99
K25.401 幽门溃疡伴出血 表 7-99
K25.500x001 胃溃疡伴穿孔 表 7-99
K25.501 幽门穿孔 表 7-99
K25.700 慢性胃溃疡不伴有出血或穿孔 表 7-99
K26.000 急性十二指肠溃疡伴有出血 表 7-99
K26.001 急性十二指肠球部溃疡并出血 表 7-99
K26.100 急性十二指肠溃疡伴有穿孔 表 7-99
K26.200x001 十二指肠溃疡伴出血和急性穿孔 表 7-99
K26.200x002 十二指肠球部溃疡伴出血和急性穿孔 表 7-99
K26.400x003 十二指肠糜烂出血 表 7-99
K26.401 十二指肠球部溃疡伴出血 表 7-99
K26.500x001 十二指肠溃疡伴穿孔 表 7-99
K26.501 十二指肠球部溃疡伴穿孔 表 7-99
K26.600 慢性十二指肠溃疡伴有出血和穿孔 表 7-99
K27.000 急性消化性溃疡伴有出血 表 7-99
K27.400 慢性消化性溃疡伴有出血 表 7-99
K27.400x001 多发性溃疡伴出血 表 7-99
K27.400x002 复合性溃疡伴出血 表 7-99
K27.400x004 消化性溃疡伴出血 表 7-99
K27.401 应激性溃疡伴出血 表 7-99
K27.500 慢性消化性溃疡伴有穿孔 表 7-99
K27.500x001 多发性溃疡伴穿孔 表 7-99
K27.500x002 复合性溃疡伴穿孔 表 7-99
K27.500x005 上消化道溃疡伴穿孔 表 7-99
K27.501 消化性溃疡伴穿孔 表 7-99
K27.502 应激性溃疡伴穿孔 表 7-99
K27.503 上消化道穿孔 表 7-99
1162
疾病编码 疾病名称 排除内容
K27.900x001 多发性复合性溃疡 表 7-99
K27.900x002 复合性溃疡 表 7-99
K27.900x005 NSAIDs 相关溃疡 表 7-99
K27.901 消化性溃疡 表 7-99
K27.902 应激性溃疡 表 7-99
K28.400x002 吻合口溃疡伴出血 表 7-99
K28.401 空肠溃疡伴出血 表 7-99
K28.500 慢性胃空肠溃疡伴有穿孔 表 7-99
K28.500x001 吻合口溃疡伴穿孔 表 7-99
K35.200 急性阑尾炎伴有弥漫性腹膜炎 表 7-100
K35.201 急性阑尾炎破裂或穿孔后伴有弥漫性腹膜炎 表 7-100
K38.800x001 闭锁性阑尾 表 7-100
K38.800x004 阑尾炎性假瘤 表 7-100
K38.801 阑尾黏液囊肿 表 7-100
K38.802 阑尾囊肿 表 7-100
K43.100 切口疝，伴有坏疽 表 7-101
K52.800x003 嗜酸细胞性小肠炎 表 7-102
K52.801 胶原性结肠炎 表 7-102
K52.802 淋巴细胞性结肠炎 表 7-102
K52.803 嗜酸性粒细胞性胃炎 表 7-102
K52.804 嗜酸粒细胞性胃肠炎 表 7-102
K55.000 肠急性血管疾患 表 7-103
K55.000x005 缺血性结肠炎 表 7-103
K55.000x010 肠系膜上静脉血栓形成 表 7-103
K55.000x011 肠缺血梗死 表 7-103
K55.000x015 肠系膜静脉瘤栓 表 7-103
K55.001 急性肠血管梗死 表 7-103
K55.002 急性缺血性肠坏死 表 7-103
K55.003 出血性肠梗死 表 7-103
K55.004 肠坏死 表 7-103
K55.005 肠系膜坏疽 表 7-103
K55.006 肠系膜动脉栓塞 表 7-103
K55.007 肠系膜静脉血栓形成伴肠坏死 表 7-103
K55.008 肠系膜动脉血栓形成 表 7-103
K55.009 肠系膜动脉栓塞伴肠坏死 表 7-103
K55.010 肠系膜静脉血栓形成 表 7-103
K55.011 肠系膜静脉栓塞 表 7-103
K55.012 肠系膜梗死 表 7-103
K55.013 大网膜坏死 表 7-103
K56.200 肠扭转 表 7-103
K56.200x003 肠系膜扭转 表 7-103
K56.201 绞窄性肠梗阻 表 7-103
K56.202 肠绞窄 表 7-103
1163
疾病编码 疾病名称 排除内容
K56.203 结肠扭转 表 7-103
K56.600x001 肠绞窄坏死 表 7-103
K56.600x005 痉挛性肠梗阻[假性肠梗阻] 表 7-103
K56.600x007 放射性肠病 表 7-103
K56.600x008 结肠梗阻 表 7-103
K56.601 肠狭窄 表 7-103
K56.602 乙状结肠狭窄 表 7-103
K56.603 肠梗阻伴坏死 表 7-103
K56.604 机械性肠梗阻 表 7-103
K57.200x001 大肠憩室伴穿孔 表 7-103
K57.201 大肠憩室病伴有脓肿 表 7-103
K57.202 结肠憩室伴腹膜炎 表 7-103
K57.300x006 大肠憩室 表 7-103
K57.301 盲肠憩室 表 7-103
K57.302 直肠憩室 表 7-103
K57.303 结肠憩室 表 7-103
K57.304 结肠憩室炎 表 7-103
K57.305 盲肠憩室炎 表 7-103
K57.500 小肠和大肠憩室病不伴有穿孔或脓肿 表 7-103
K62.200 脱肛 表 7-103
K62.200x001 肛门脱垂 表 7-103
K62.201 肛管脱垂 表 7-103
K62.202 肛门括约肌脱垂 表 7-103
K62.500x001 直肠出血 表 7-103
K62.501 肛门出血 表 7-103
K62.600x002 直肠溃疡 表 7-103
K62.601 肛管溃疡 表 7-103
K62.602 肛门周围溃疡 表 7-103
K62.700 放射性直肠炎 表 7-103
K62.901 肛旁肿物 表 7-103
K62.902 肛管肿物 表 7-103
K62.903 直肠肿物 表 7-103
K63.100x001 非创伤性肠穿孔 表 7-103
K63.101 空肠穿孔 表 7-103
K63.102 回肠穿孔 表 7-103
K63.103 结肠穿孔 表 7-103
K63.104 回盲部溃疡伴穿孔 表 7-103
K63.105 乙状结肠穿孔 表 7-103
K63.107 肠破裂 表 7-103
K63.108 小肠穿孔 表 7-103
K63.400 肠下垂 表 7-103
K63.401 结肠下垂 表 7-103
K63.402 回肠黏膜脱垂 表 7-103
1164
疾病编码 疾病名称 排除内容
K63.403 内脏下垂 表 7-103
K65.000 急性腹膜炎 表 7-104
K65.000x014 盲肠脓肿 表 7-104
K65.001 急性化脓性弥漫性腹膜炎 表 7-104
K65.002 急性化脓性腹膜炎 表 7-104
K65.003 急性弥漫性腹膜炎 表 7-104
K65.004 腹膜脓肿 表 7-104
K65.005 腹腔脓肿 表 7-104
K65.006 腹膜后脓肿 表 7-104
K65.007 肝下脓肿 表 7-104
K65.008 肝周脓肿 表 7-104
K65.009 膈下脓肿 表 7-104
K65.010 网膜脓肿 表 7-104
K65.011 盲肠后脓肿 表 7-104
K65.012 肠系膜脓肿 表 7-104
K65.013 男性盆腔脓肿 表 7-104
K65.014 男性盆腔炎 表 7-104
K65.015 男性盆腔炎性包块 表 7-104
K65.016 细菌性腹膜炎 表 7-104
K65.017 继发性腹膜炎 表 7-104
K65.800x001 肠系膜炎 表 7-104
K65.800x002 出血性腹膜炎 表 7-104
K65.801 肠系膜脂肪坏死 表 7-104
K65.802 慢性腹膜炎 表 7-104
K65.803 胆汁性腹膜炎 表 7-104
K65.804 硬化性腹膜炎 表 7-104
K65.805 多浆膜炎 表 7-104
K65.806 多浆膜腔积液 表 7-104
K65.807 嗜酸性粒细胞性腹膜炎 表 7-104
K65.900 腹膜炎 表 7-104
K65.901 局限性腹膜炎 表 7-104
K65.902 自发性腹膜炎 表 7-104
K65.903 腹腔感染 表 7-104
K65.904 腹膜后感染 表 7-104
K65.905 大网膜炎 表 7-104
K65.906 原发性腹膜炎 表 7-104
K71.100 中毒性肝病伴有肝坏死 表 7-105
K71.100x003 药物性慢性肝衰竭 表 7-105
K71.100x005 中毒性肝病伴肝衰竭(慢性轻度) 表 7-105
K71.100x007 中毒性肝病伴肝衰竭(慢性重度) 表 7-105
K71.100x008 中毒性肝病伴肝衰竭(慢性重型) 表 7-105
K71.101 药物性肝炎伴肝衰竭 表 7-105
K71.102 急性药物性肝衰竭 表 7-105
1165
疾病编码 疾病名称 排除内容
K71.103 中毒性肝衰竭
表
7
-105
K71.104 亚急性药物性肝衰竭
表
7
-105
K72.000x004 慢加急性肝衰竭
表
7
-105
K72.000x005 慢加亚急性肝衰竭
表
7
-105
K72.000x013 重症肝炎
表
7
-105
K72.001 亚急性肝衰竭
表
7
-105
K72.002 急性黄色肝萎缩
表
7
-105
K72.003 急性肝衰竭
表
7
-105
K72.004 急性非病毒性肝炎
表
7
-105
K72.005 晚发性肝衰竭
表
7
-105
K72.100 慢性肝衰竭
表
7
-105
K72.900x001 肝功能衰竭
表
7
-105
K72.900x003+G94.3* 肝性脑病
表
7
-105
K72.902 肝萎缩
表
7
-105
K72.904 肝坏死
表
7
-105
K75.000 肝脓肿
表
7
-105
K75.000x002 胆管炎性肝脓肿
表
7
-105
K75.000x003 门静脉炎性肝脓肿
表
7
-105
K75.001 胆源性肝脓肿
表
7
-105
K75.002 血源性肝脓肿
表
7
-105
K75.003 细菌性肝脓肿
表
7
-105
K75.100 门静脉炎
表
7
-105
K76.500 肝静脉梗阻症
表
7
-105
K76.500x001 肝门静脉闭塞
表
7
-105
K76.500x002 肝小静脉闭塞
表
7
-105
K76.700 肝肾综合征
表
7
-105
K76.700x001 肝肾功能衰竭
表
7
-105
K76.700x003 肝性肾病
表
7
-105
K82.200 胆囊穿孔
表
7
-106
K82.200x002 胆囊破裂
表
7
-106
K83.100 胆管梗阻
表
7
-106
K83.100x001 肝管狭窄
表
7
-106
K83.100x008 肝内胆管狭窄
表
7
-106
K83.101 胆囊内胆汁淤积
表
7
-106
K83.102 胆汁淤积症
表
7
-106
K83.103 肝管梗阻
表
7
-106
K83.104 肝胆管狭窄
表
7
-106
K83.105 胆管狭窄
表
7
-106
K83.106 胆管闭塞
表
7
-106
K83.107 胆总管狭窄
表
7
-106
K83.108 胆总管梗阻
表
7
-106
K83.109 梗阻性黄疸
表
7
-106
K83.200x001 胆管破裂
表
7
-106
1166
疾病编码 疾病名称 排除内容
K85.000 特发性急性胰腺炎 表 7-106
K85.001 急性特发性胰腺炎，轻症 表 7-106
K85.002 急性特发性胰腺炎，重症 表 7-106
K85.100 胆汁型急性胰腺炎 表 7-106
K85.101 急性胆源型胰腺炎，轻症 表 7-106
K85.102 急性胆源型胰腺炎，重症 表 7-106
K85.800x001 化脓性胰腺炎 表 7-106
K85.800x002 急性出血坏死性胰腺炎 表 7-106
K85.800x003 胰腺脓肿 表 7-106
K85.801 急性操作后胰腺炎，轻症 表 7-106
K85.802 急性创伤性胰腺炎，轻症 表 7-106
K85.803 急性复发性胰腺炎，轻症 表 7-106
K85.807 急性水肿性胰腺炎，轻症 表 7-106
K85.808 急性手术后胰腺炎，轻症 表 7-106
K85.809 急性自身免疫性胰腺炎，轻症 表 7-106
K85.813 急性操作后胰腺炎，重症 表 7-106
K85.814 急性出血性胰腺炎，重症 表 7-106
K85.815 急性创伤性胰腺炎，重症 表 7-106
K85.816 急性复发性胰腺炎，重症 表 7-106
K85.817 急性化脓性胰腺炎，重症 表 7-106
K85.818 急性坏死性胰腺炎，重症 表 7-106
K85.821 急性手术后胰腺炎，重症 表 7-106
K85.822 急性自身免疫性胰腺炎，重症 表 7-106
K85.900 急性胰腺炎 表 7-106
K85.900x002 急性轻症胰腺炎 表 7-106
K85.900x003 慢性胰腺炎急性发作 表 7-106
K85.901 亚急性胰腺炎 表 7-106
K85.902 急性重症胰腺炎 表 7-106
K92.100x001 黑便 表 7-107
K92.200x001 便血 表 7-107
K92.200x005 胃肠道出血 表 7-107
K92.201 胃出血 表 7-107
K92.202 残胃出血 表 7-107
K92.203 十二指肠出血 表 7-107
K92.204 肠出血 表 7-107
K92.205 盲肠出血 表 7-107
K92.206 结肠出血 表 7-107
K92.207 急性上消化道出血 表 7-107
K92.208 上消化道出血 表 7-107
K92.209 下消化道出血 表 7-107
K92.210 消化道出血 表 7-107
L08.000x001 脓疱性细菌疹 表 7-108
L08.000x006 下疳样脓皮病 表 7-108
1167
疾病编码 疾病名称 排除内容
L08.000x007 慢性乳头状溃疡性脓皮病 表 7-108
L08.000x008 头皮糜烂脓疱性皮病 表 7-108
L08.001 化脓性皮炎 表 7-108
L08.002 脓疱性皮疹 表 7-108
L08.800x005 骶部炎性窦道 表 7-108
L08.800x006 臀部感染性窦道 表 7-108
L08.800x008 足跟感染性窦道 表 7-108
L08.801 皮肤感染性窦道 表 7-108
L08.802 增殖性脓皮病 表 7-108
L08.803 瘢痕感染 表 7-108
L08.804 背部感染性窦道 表 7-108
L08.805 腹壁感染性窦道 表 7-108
L08.900 皮肤和皮下组织的局部感染 表 7-108
L08.900x028 皮肤软化斑 表 7-108
L08.901 头面颈部皮肤感染 表 7-108
L08.902 躯干皮肤感染 表 7-108
L08.903 上肢皮肤感染 表 7-108
L08.904 下肢皮肤感染 表 7-108
L08.905 脐炎 表 7-108
L08.906 颈部软组织感染 表 7-108
L08.907 腹壁软组织感染 表 7-108
L08.908 会阴部软组织感染 表 7-108
L08.909 会阴炎性包块 表 7-108
L08.910 足皮肤感染 表 7-108
L08.911 足软组织感染 表 7-108
L73.200 化脓性汗腺炎 表 7-114
L89.200 受压区Ⅲ期压疮 表 7-115
L89.201 骶尾区Ⅲ期压疮 表 7-115
L89.208 多处Ⅲ期压疮 表 7-115
L89.300 受压区Ⅳ期压疮 表 7-115
L89.301 骶尾区Ⅳ期压疮 表 7-115
L89.308 多处Ⅳ期压疮 表 7-115
M00.200x001 链球菌性多关节炎 表 7-116
M00.200x051 链球菌性髋关节炎 表 7-116
M00.200x061 链球菌性膝关节炎 表 7-116
M00.200x071 链球菌性踝关节炎 表 7-116
M00.200x091 链球菌性关节炎 表 7-116
M12.100 卡斯钦-贝克病[大骨节病] 表 7-117
M17.200 创伤后双侧膝关节病 表 7-118
M21.301 后天性腕下垂 表 7-119
M21.302 后天性足下垂 表 7-119
M31.100 血栓性微血管病 表 7-120
M31.101 血栓性血小板减少性紫癜 表 7-120
1168
疾病编码 疾病名称 排除内容
M31.102+N08.5* 血栓性血小板减少性紫癜相关肾小球肾炎 表 7-120
M50.000+G99.2* 颈椎间盘疾患伴有脊髓病 表 7-123
M50.001+G99.2* 颈椎间盘突出伴脊髓病 表 7-123
M60.000 感染性肌炎 表 7-124
M60.000x051 大腿感染性肌炎 表 7-124
M60.000x061 小腿感染性肌炎 表 7-124
M60.000x092 热带化脓性肌炎 表 7-124
M60.000x093 肌肉脓肿 表 7-124
M60.001 肩区感染性肌炎 表 7-124
M60.002 上臂感染性肌炎 表 7-124
M60.003 前臂感染性肌炎 表 7-124
M60.004 手感染性肌炎 表 7-124
M60.005 大腿肌间脓肿 表 7-124
M60.006 膝关节肌间脓肿 表 7-124
M60.007 足感染性肌炎 表 7-124
M60.008 腰大肌脓肿 表 7-124
M72.600 坏死性筋膜炎 表 7-126
M72.601 肩区坏死性筋膜炎 表 7-126
M72.602 上臂坏死性筋膜炎 表 7-126
M72.603 前臂坏死性筋膜炎 表 7-126
M72.604 手坏死性筋膜炎 表 7-126
M72.605 骨盆区坏死性筋膜炎 表 7-126
M72.606 大腿坏死性筋膜炎 表 7-126
M72.607 小腿坏死性筋膜炎 表 7-126
M72.608 踝坏死性筋膜炎 表 7-126
M72.609 足坏死性筋膜炎 表 7-126
M80.000 绝经后骨质疏松伴有病理性骨折 表 7-127
M80.400 药物性骨质疏松伴有病理性骨折 表 7-127
M80.500 特发性骨质疏松伴有病理性骨折 表 7-127
M80.900 骨质疏松伴有病理性骨折 表 7-127
M84.401 自发性骨折 表 7-127
M86.400 慢性骨髓炎伴有引流窦道 表 7-128
M86.600x061 小腿慢性化脓性骨髓炎 表 7-128
M86.601 肘关节慢性化脓性骨髓炎 表 7-128
M86.602 手慢性化脓性骨髓炎 表 7-128
M86.603 骨盆区慢性化脓性骨髓炎 表 7-128
M86.604 大腿慢性化脓性骨髓炎 表 7-128
M86.605 膝关节慢性化脓性骨髓炎 表 7-128
M86.606 踝慢性化脓性骨髓炎 表 7-128
M86.607 足慢性化脓性骨髓炎 表 7-128
M86.608 慢性骨髓炎 表 7-128
M86.609 慢性化脓性骨髓炎 表 7-128
M86.610 骨内死骨形成 表 7-128
1169
疾病编码 疾病名称 排除内容
M86.800x071 跖骨籽骨形成 表 7-128
M86.801 股骨肉芽肿 表 7-128
M86.803 骨干炎 表 7-128
M86.804 水肿性波特瘤 表 7-128
M86.805 骨残留异物性肉芽肿 表 7-128
M86.808 骨脓肿 表 7-128
M86.809 骨肉芽肿 表 7-128
M86.811 硬化性骨髓炎 表 7-128
M86.812 籽骨炎 表 7-128
M96.600x001 假体周围骨折 表 7-130
M96.600x002 股骨假体周围骨折 表 7-130
M96.601 插入矫形外科关节假体后骨折 表 7-130
M96.602 插入矫形外科骨板后骨折 表 7-130
N00.000 急性肾炎综合征伴有轻微的肾小球异常 表 7-131
N00.100x001 局灶坏死性肾小球肾炎 表 7-131
N01.700x001 急进性新月体性肾小球肾炎 表 7-131
N17.100 急性肾衰竭伴有急性肾皮质坏死 表 7-133
N17.101 急性肾皮质坏死 表 7-133
N17.800 急性肾衰竭，其他的 表 7-133
N17.900 急性肾衰竭 表 7-133
N17.900x002 急性肾功能不全尿毒症期 表 7-133
N17.900x003 急性肾功能不全 表 7-133
N17.900x004 急性肾功能不全氮质血症期 表 7-133
N17.901 急性肾损害 表 7-133
N18.500 慢性肾脏病 5 期 表 7-133
N18.503+G63.8* 尿毒症性神经病变 表 7-133
N18.504+H32.8* 肾性视网膜炎 表 7-133
N18.506+I32.8* 尿毒症性心包炎 表 7-133
N18.900x011 慢性肾损害 表 7-133
N18.901 弥漫性硬化性肾小球肾炎 表 7-133
N18.902 慢性肾衰竭 表 7-133
N18.904 慢性肾功能不全 表 7-133
N19.x00 肾衰竭 表 7-133
N19.x01 尿毒症 表 7-133
N19.x02 肾无功能 表 7-133
N19.x03 肾功能不全 表 7-133
N39.300 压力性尿失禁 表 7-136
N39.300x002 女性压力性尿失禁 表 7-136
N39.400 尿失禁，其他特指的 表 7-136
N39.401 充盈性尿失禁 表 7-136
N39.402 创伤后尿失禁 表 7-136
N39.403 混合性尿失禁 表 7-136
N39.404 解剖性尿失禁 表 7-136
1170
疾病编码 疾病名称 排除内容
N39.405 紧迫性尿失禁 表 7-136
N42.101 前列腺充血 表 7-137
N42.102 前列腺出血 表 7-137
N43.201 创伤后睾丸鞘膜积液 表 7-137
N48.000 阴茎白斑 表 7-137
N48.001 干燥闭塞性龟头炎 表 7-137
N48.600 阴茎海绵体硬结症 表 7-137
N88.400 宫颈肥厚性延长 表 7-140
N99.000 操作后肾衰竭 表 7-141
N99.001 手术后肾衰竭 表 7-141
N99.300 子宫切除术后阴道穹隆脱垂 表 7-141
O00.200 卵巢妊娠 表 7-142
O00.201 卵巢妊娠破裂 表 7-142
O04.800x031 医疗性流产并发休克 表 7-142
O04.800x041 医疗性流产并发肾衰竭 表 7-142
O04.800x061 医疗性流产并发子宫颈裂伤 表 7-142
O04.801 医疗性流产并发会阴裂伤 表 7-142
O04.802 医疗性流产并发阴道壁血肿 表 7-142
O14.100x002 重度子痫前期 表 7-143
O16.x00 孕产妇高血压 表 7-143
O34.301 妊娠合并宫颈功能不全 表 7-145
O44.100 前置胎盘伴有出血 表 7-145
O44.101 边缘性前置胎盘伴出血 表 7-145
O44.102 部分性前置胎盘伴出血 表 7-145
O44.103 完全性前置胎盘伴出血 表 7-145
O45.900 胎盘早期剥离 表 7-145
O67.000 产时出血伴有凝血缺陷 表 7-146
O67.000x002 分娩期弥散性血管内凝血 表 7-146
O72.300 产后凝血缺陷 表 7-146
O72.300x002 产后纤维蛋白原缺乏血症 表 7-146
O72.301 产后播散性血管内凝血 表 7-146
O75.101 产科休克 表 7-146
O86.000 产科手术伤口的感染 表 7-147
O86.001 分娩后会阴切口感染 表 7-147
O86.002 剖宫产后伤口感染 表 7-147
O87.100 产褥期深静脉血栓形成 表 7-147
O88.100 羊水栓塞 表 7-147
O88.101 妊娠过敏样综合征 表 7-147
O88.201 产科肺栓塞 表 7-147
O90.101 产褥期继发性会阴撕裂 表 7-147
O90.102 会阴切开伤口裂开 表 7-147
O90.400 产后急性肾衰竭 表 7-147
O90.400x002 产褥期肝肾综合征 表 7-147
1171
疾病编码 疾病名称 排除内容
P05.102 足月小样低体重儿 表 7-149
P07.000 极低出生体重(小于 999 克) 表 7-149
P07.001 极低出生体重儿(500-999 克) 表 7-149
P22.000 新生儿呼吸窘迫综合征 表 7-150
P22.000x001 新生儿肺透明膜病 表 7-150
P26.100 起源于围生期的大量肺出血 表 7-150
P26.900 起源于围生期的肺出血 表 7-150
P27.000 威尔逊-米基迪综合征 表 7-150
P27.000x001 肺发育未成熟 表 7-150
P27.100 起源于围生期的支气管肺发育不良 表 7-150
P28.500 新生儿呼吸衰竭 表 7-150
P29.300 持久的胎儿循环 表 7-150
P29.301 新生儿持续性肺动脉高压 表 7-150
P35.100 先天性巨细胞病毒感染 表 7-151
P35.300 先天性病毒性肝炎 表 7-151
P52.600x001 新生儿小脑出血(非创伤性) 表 7-152
P59.100 胆汁浓缩综合征 表 7-152
P77.x01 新生儿坏死性小肠结肠炎 表 7-154
P78.000x004 新生儿回肠穿孔 表 7-154
P78.000x005 新生儿结肠穿孔 表 7-154
P78.000x006 新生儿乙状结肠穿孔 表 7-154
P78.001 新生儿肠穿孔 表 7-154
P78.002 胎粪性腹膜炎 表 7-154
P91.100 新生儿后天性脑室周围囊肿 表 7-155
P92.001 新生儿贲门松弛 表 7-155
Q04.000 胼胝体先天性畸形 表 7-156
Q04.000x011 胼胝体发育不全 表 7-156
Q04.300x011 先天性大脑萎缩 表 7-156
Q04.300x031 先天性小脑萎缩 表 7-156
Q04.301 大脑皮层发育不全 表 7-156
Q04.302 巨脑回 表 7-156
Q04.303 脑发育不全 表 7-156
Q04.304 脑回小 表 7-156
Q04.305 无脑回 表 7-156
Q04.306 朱伯特综合征 表 7-156
Q04.307 先天性脑萎缩 表 7-156
Q06.200 脊髓纵裂 表 7-156
Q12.100 先天性晶状体移位 表 7-157
Q13.400x004 先天性角膜异常 表 7-157
Q13.400x006 先天性角膜巩膜化 表 7-157
Q13.401 先天性角膜畸形 表 7-157
Q13.405 彼得异常 表 7-157
Q20.000 共同动脉干 表 7-158
1172
疾病编码 疾病名称 排除内容
Q20.001 共同心房 表 7-158
Q20.100 右心室双出口 表 7-158
Q20.101 陶-宾综合征 表 7-158
Q20.200 左心室双出口 表 7-158
Q20.400 双入口心室 表 7-158
Q21.300x001 法洛四联症 表 7-158
Q22.301 先天性肺动脉瓣畸形 表 7-158
Q22.302 先天性肺动脉瓣缺如 表 7-158
Q22.900 三尖瓣先天性畸形 表 7-158
Q23.400 左心发育不全综合征 表 7-158
Q23.401 先天性升主动脉发育不良 表 7-158
Q24.200 三房心 表 7-158
Q24.400 先天性主动脉下狭窄 表 7-158
Q24.400x003 先天性主动脉瓣下隔膜 表 7-158
Q25.500 肺动脉闭锁 表 7-158
Q25.501 肺体动脉间异常侧支 表 7-158
Q25.600 肺动脉狭窄 表 7-158
Q25.601 先天性肺动脉瓣上狭窄 表 7-158
Q25.700x006 先天性肺动脉瘤 表 7-158
Q25.700x007 先天性肺动脉起源于升主动脉 表 7-158
Q25.700x008 先天性肺动脉扩张 表 7-158
Q25.700x011 先天性支气管动脉肺动脉瘘 表 7-158
Q25.701 先天性肺动静脉瘘 表 7-158
Q25.702 先天性肺动脉发育不全 表 7-158
Q25.703 先天性肺动脉缺如 表 7-158
Q25.704 先天性肺动脉异常 表 7-158
Q25.705 肺动脉吊带 表 7-158
Q26.600 门静脉-肝动脉瘘 表 7-158
Q28.200 大脑血管动静脉畸形 表 7-158
Q28.200x006 颅内巨大动静脉畸形 表 7-158
Q28.200x007 涉及功能区的动静脉畸形(Spetzler-Martin3 级及以下) 表 7-158
