包含以下主要诊断：
A01.000x016+I41.0* 伤寒并发中毒性心肌炎
Q21.400x001 主肺动脉窗
Q21.800 心间隔的其他先天性畸形
Q21.800x003 室间隔膜部瘤
Q21.802 室间隔膨胀瘤
Q21.804 法洛五联症
Q21.805 法洛三联症
Q21.900 心间隔先天性畸形
Q22.000 肺动脉瓣闭锁
Q22.100 先天性肺动脉瓣狭窄
Q22.102 右室流出道狭窄
Q22.200 先天性肺动脉瓣关闭不全
Q22.301 先天性肺动脉瓣畸形
Q22.302 先天性肺动脉瓣缺如
Q22.400 先天性三尖瓣狭窄
Q22.400x003 先天性三尖瓣闭锁
Q22.500 埃布斯坦异常
Q22.600 右心发育不全综合征
Q22.800x004 先天性三尖瓣乳头肌起源异常
Q22.800x005 先天性三尖瓣骑跨
Q22.800x007 先天性三尖瓣裂
Q22.801 先天性三尖瓣关闭不全
Q22.802 先天性三尖瓣缺如
Q22.900 三尖瓣先天性畸形
Q23.000 先天性主动脉瓣狭窄
Q23.001 左室流出道狭窄
Q23.100 先天性主动脉瓣关闭不全
Q23.101 先天性主动脉瓣二叶瓣畸形
Q23.200 先天性二尖瓣狭窄
Q23.200x002 先天性二尖瓣闭锁
Q23.200x003 先天性二尖瓣狭窄,二尖瓣上环
Q23.200x004 先天性二尖瓣狭窄,瓣下,降落伞型
Q23.300 先天性二尖瓣关闭不全
Q23.300x002 先天性二尖瓣关闭不全并狭窄
Q23.400 左心发育不全综合征
Q23.401 先天性升主动脉发育不良
Q23.800 主动脉瓣和二尖瓣的其他先天性畸形
Q23.800x004 先天性主动脉瓣穿孔
Q23.800x008 先天性二尖瓣穿孔
Q23.801 先天性主动脉瓣脱垂
Q23.802 先天性二尖瓣脱垂
Q23.803 先天性二尖瓣腱索过长
Q23.804 先天性主动脉瓣瓣上隔膜
Q23.805 先天性二尖瓣裂
Q23.900x001 先天性主动脉瓣畸形
Q23.901 先天性二尖瓣畸形
Q24.000x002 镜面右位心
Q24.000x003 单发右位心
Q24.100 左位心
Q24.200 三房心
Q24.300 肺动脉漏斗部狭窄
Q24.300x002 肺动脉瓣狭窄,瓣下
Q24.400 先天性主动脉下狭窄
Q24.400x003 先天性主动脉瓣下隔膜
Q24.501 冠状动脉肌桥
Q24.502 冠状动脉起源异常
Q24.503 冠状动脉-右心房瘘
Q24.504 冠状动脉-右心室瘘
Q24.505 先天性冠状动脉动脉瘤
Q24.506 先天性冠状动脉发育不良
Q24.507 先天性冠状动脉肺动脉瘘
Q24.508 先天性冠状动脉畸形
Q24.509 先天性冠状动静脉瘘
Q24.510 无顶冠状静脉窦综合征
Q24.511 冠状动脉-左心室瘘
Q24.511 冠状动脉-左心室瘘
Q24.512 冠状动脉单冠畸形
Q24.513 冠状动脉-左心房瘘
Q24.513 冠状动脉-左心房瘘
Q24.600x002 先天性长 QT 间期综合征
Q24.601 先天性一度房室阻滞
Q24.602 先天性二度房室阻滞
Q24.603 先天性三度房室阻滞
Q24.800 心脏其他特指的先天性畸形
Q24.800x010 单组房室瓣
Q24.800x011 先天性房室瓣骑跨
Q24.800x012 先天性房室瓣关闭不全
Q24.800x014 先天性右心室憩室
Q24.800x014 先天性右心室憩室
Q24.800x017 先天性心脏憩室
Q24.800x018 先天性心包憩室
Q24.800x025 右旋心
Q24.800x026 左旋心
Q24.800x027 心脏转位不全
Q24.800x028 心房畸形
Q24.800x030 心室憩室
Q24.803 假腱索
Q24.804 十字交叉心
Q24.805 左室流出道肌束肥厚
Q24.806 心室肌致密化不全
Q24.807 先天性心包囊肿
Q24.808 先天性心包缺损
Q24.809 先天性心室肥厚
Q24.810 先天性心脏肥大
Q24.811 先天性右心房憩室
Q24.812 左室憩室
Q24.813 中位心
Q24.814 心室异常肌束
Q24.815 心脏缺如
Q24.900 先天性心脏畸形
Q24.901 小心脏
Q25.000 动脉导管未闭
Q25.100 主动脉缩窄
Q25.200 主动脉闭锁
Q25.300 主动脉狭窄
Q25.301 先天性主动脉瓣上狭窄
Q25.302 先天性降主动脉狭窄
Q25.303 左室流出道梗阻
Q25.400x009 先天性主动脉憩室
Q25.400x010 先天性主动脉骑跨
Q25.400x012 先天性主动脉窦畸形
Q25.400x013 先天性主动脉左房分流
Q25.401 先天性高主动脉弓
Q25.402 先天性双主动脉弓
Q25.403 先天性主动脉窦动脉瘤破裂
Q25.404 先天性主动脉弓断离
Q25.405 先天性主动脉弓发育不良
Q25.406 先天性主动脉扩张
Q25.407 先天性主动脉右位
Q25.408 主动脉窦动脉瘤
Q25.500 肺动脉闭锁
Q25.600 肺动脉狭窄
Q25.601 先天性肺动脉瓣上狭窄
Q25.700x006 先天性肺动脉瘤
Q25.700x007 先天性肺动脉起源于升主动脉
Q25.700x008 先天性肺动脉扩张
Q25.700x011 先天性支气管动脉肺动脉瘘
Q25.700x012 肺体动脉间异常侧支
Q25.700x012 肺体动脉间异常侧支
Q25.701 先天性肺动静脉瘘
Q25.702 先天性肺动脉发育不全
Q25.703 先天性肺动脉缺如
Q25.704 先天性肺动脉异常
Q25.705 肺动脉吊带
Q25.800x002 先天性头臂动脉畸形
Q25.800x004 先天性左锁骨下动脉畸形
Q25.900 大动脉先天性畸形
Q26.000x001 先天性上下腔静脉狭窄
Q26.000x002 先天性上腔静脉狭窄
Q26.000x003 先天性下腔静脉狭窄
Q26.000x004 先天性下腔静脉闭锁
Q26.100 永存左上腔静脉
Q26.200x001 完全型肺静脉异位引流
Q26.200x002 完全性肺静脉异位引流,混合型
Q26.200x003 完全性肺静脉异位引流,心内型
Q26.200x004 完全性肺静脉异位引流,心上型
Q26.200x005 完全性肺静脉异位引流,心下型
Q26.300 肺静脉连接部分异常
Q26.301 肺静脉闭锁
Q26.302 肺体静脉间异常侧支静脉
Q26.400 肺静脉连接异常
Q26.500 门静脉连接异常
Q26.500x001 先天性门静脉畸形
Q26.600 门静脉-肝动脉瘘
Q26.800x001 部分型肺静脉异位引流,镰刀综合征
Q26.800x002 先天性下腔静脉入左房
Q26.800x003 先天性下腔静脉肝段缺如
Q26.800x004 先天性左上腔静脉入左房
Q26.800x005 先天性双下腔静脉
Q26.800x006 先天性右上腔静脉缺如
Q26.800x007 先天性无名静脉异常走行
Q26.800x008 先天性下腔静脉缺如
Q26.800x010 先天性双上腔静脉
Q26.801 先天性肺静脉狭窄
Q26.901 上腔静脉畸形
Q26.902 下腔静脉畸形
Q27.001 先天性脐动脉缺如
Q27.100 先天性肾动脉狭窄
Q27.200x002 先天性肾动脉畸形
Q27.200x003 多肾动脉
Q27.300x009 子宫动静脉畸形
Q27.301 先天性动静脉瘘
Q27.303 先天性腋动静脉瘘
Q27.306 先天性躯干部动静脉瘘
Q27.307 先天性上肢动静脉瘘
Q27.308 先天性下肢动静脉瘘
Q27.309 先天性周围血管动静脉瘤
Q27.400 先天性静脉扩张
Q27.800x007 髂动脉畸形
Q27.800x008 躯干血管畸形
Q27.800x018 迷走锁骨下动脉畸形
Q27.800x020 永久性右脐静脉
Q27.800x031 先天性静脉缺如
Q27.800x033 支气管黏膜血管畸形
Q27.800x034 腹壁血管畸形
Q27.800x035 肛周血管畸形
Q27.800x037 腹膜后血管畸形
Q27.800x039 肾球门血管病
Q27.800x041 周围动脉畸形
Q27.800x042 周围静脉畸形
Q27.803 先天性胃血管畸形
Q27.806 先天性肾血管畸形
Q27.808 先天性脐动脉畸形
Q27.809 先天性小肠血管畸形
Q27.811 先天性肠系膜血管畸形
Q27.812 先天性腹腔动脉畸形
Q27.815 先天性睾丸血管畸形
Q27.817 先天性上肢血管畸形
Q27.818 先天性下肢血管畸形
Q27.900 周围血管系统先天性畸形
Q28.200x007 涉 及 功 能 区 的 动 静 脉 畸 形~~（Spetzler-Martin3 级及以下）
Q28.200x008 涉 及 功 能 区 的 动 静 脉 畸 形~~（Spetzler-Martin3 级以上）
Q28.800x007 支气管动脉畸形
Q28.801 肺血管畸形
Q28.900 循环系统先天性畸形
Q28.900x001 血管畸形
Q82.800x015 血管瘤病
Q82.800x016 全身性血管瘤病
Q82.811 血管内血管瘤病
Q82.812 肺毛细血管瘤病
Q85.900x048 小汗腺血管错构瘤
Q87.203 克利佩尔-特脑纳-韦伯综合征
Q87.400 马方综合征
Q87.809 Williams 综合征
R00.000 心动过速
R00.001 窦性心动过速
R00.100 心动过缓
R00.100x001 窦性心动过缓
R00.200 心悸
R00.300 无脉电活动，不可归类在他处者
R00.800 心脏搏动异常，其他和未特指的
R00.800x001 三联律
R00.800x003 四联律
R00.801 心脏搏动异常
R01.000 良性和无害的心脏杂音
R01.100 心脏杂音
R01.200x003 心前区摩擦音
R02.x00 坏疽，不可归类在他处者
R03.001 应激性高血压
R03.100 非特异性低血压读数
R07.101 痛性呼吸
R07.200 心前区痛
R07.301 前胸壁痛
R07.400 胸痛
R09.800x081 动脉性杂音
R09.800x082 脉搏弱
R55.x00x001 晕厥
R55.x00x002 心源性晕厥
R55.x00x003 排尿性晕厥
R55.x00x004 脑源性晕厥
R55.x00x005 情景性晕厥
R55.x00x006 反射性晕厥
R55.x00x007 器质性晕厥
R55.x00x008 情境性晕厥
R55.x00x009 血管抑制性晕厥
R55.x00x010 血管迷走性晕厥(混合型)
R55.x00x011 血管迷走性晕厥(心脏抑制型)
R55.x00x012 血管迷走性晕厥(血管型)
R55.x00x013 血管迷走性晕厥
R55.x00x014 迷走神经性晕厥
R55.x02 虚脱
R57.000 心源性休克
R57.100 血容量不足性休克
R57.101 失血性休克
R57.200 脓毒性休克
R57.800x003 内毒素性休克
R57.801 梗阻性休克
R57.802 血管舒张性休克
R57.803 神经源性休克
R57.900 休克
R57.900x002 周围循环衰竭
R57.901 循环衰竭
R68.800x001 多脏器功能衰竭
R93.100x002 心脏异常阴影
R93.101 超声心动图异常
R93.102 冠状循环诊断性影像异常
R93.103 主动脉占位性病变
R94.300 心血管功能检查的异常结果
R94.300x003 Q-T 间期延长
R94.300x007 非特异性 ST-T 改变
R94.300x010 Brugada 波样心电图改变
R94.300x011 房室结双径路
R94.300x011 房室结双径路
R94.300x012 房室结三径路
R94.301 复极综合征
R94.303 心电图异常
R94.304 RR 间期延长
R94.305 心音图异常
R94.306 心电向量图异常
R94.307 心内电生理学检查异常
R94.308 继发性 QT 间期延长
R96.000x001 猝死
R96.001 突然不明原因的死亡
S09.000x001 头部血管损伤
S15.000x002 创伤性颈动脉瘘
S15.700x001 颈部多处血管损伤
S25.000 胸主动脉损伤
S25.001 创伤性胸主动脉瘤
S25.100x002 无名动脉损伤
S25.101 锁骨下动脉损伤
S25.200x001 腔静脉损伤
S25.201 创伤性上腔静脉破裂
S25.300x001 无名静脉损伤
S25.301 锁骨下静脉损伤
S25.400 肺血管损伤
S25.500 肋间血管损伤
S25.501 创伤性肋间动脉破裂
S25.700 胸部多处血管损伤
S25.800x003 乳房静脉损伤
S25.801 奇静脉损伤
S25.802 创伤性乳房动脉破裂
S25.900 胸部血管的损伤
S26.000x001 创伤性心包积血
S26.000x002 创伤性心包填塞
S26.010 开放性心包积血
S26.800x011 心脏挫伤
S26.800x021 心脏撕裂伤
S26.800x031 心脏撕裂伤伴心室穿透
S26.800x082 心脏穿透性损伤
S26.800x083 创伤性心脏破裂
S26.801 创伤性心包破裂
S26.810 开放性心脏特指损伤
S26.811 开放性心脏穿通伤
S26.812 开放性心脏破裂
S26.813 心脏异物
S26.900 心脏损伤
S26.910 开放性心脏损伤
S35.000 腹主动脉损伤
S35.001 创伤性腹主动脉瘤
S35.100 下腔静脉损伤
S35.100x003 肝静脉损伤
S35.101 创伤性下腔静脉破裂
S35.102 创伤性肝静脉破裂
S35.200x001 腹腔动脉损伤
S35.200x003 胃十二指肠动脉损伤
S35.200x004 肝动脉损伤
S35.200x005 肠系膜下动脉损伤
S35.200x006 肠系膜上动脉损伤
S35.200x007 脾动脉损伤
S35.201 肠系膜动脉损伤
S35.202 胃动脉损伤
S35.203 创伤性胃动脉破裂
S35.204 创伤性肝动脉破裂
S35.205 创伤性脾动脉破裂
S35.300x001 门静脉损伤
S35.300x002 脾静脉损伤
S35.300x003 肠系膜下静脉损伤
S35.300x004 肠系膜上静脉损伤
S35.300x005 肠系膜静脉损伤
S35.301 创伤性肠系膜静脉破裂
S35.302 创伤性脾静脉破裂
S35.400x001 肾动脉损伤
S35.400x002 肾静脉损伤
S35.401 创伤性肾静脉破裂
S35.402 创伤性肾动脉破裂
S35.500x001 髂动脉损伤
S35.500x002 创伤性髂总动脉血栓形成
S35.500x003 创伤性髂动静脉瘘
S35.500x004 髂静脉损伤
S35.500x005 子宫动脉损伤
S35.500x006 子宫静脉损伤
S35.500x007 下腹动脉损伤
S35.500x008 下腹静脉损伤
S35.501 创伤性髂动脉破裂
S35.502 创伤性髂静脉破裂
S35.503 创伤性子宫动静脉破裂
S35.700x001 腹部和下背及骨盆多处血管损伤
S35.700x003 骶前静脉丛损伤
S35.700x004 肠系膜血管损伤
S35.701 腹部多处血管损伤
S35.800x001 卵巢动脉损伤
S35.800x002 卵巢静脉损伤
S35.801 卵巢动静脉损伤
S35.900x001 腹部血管损伤
S35.901 下背血管损伤
S35.902 骨盆血管损伤
S35.903 创伤性肠系膜血管损伤
S45.000 腋动脉损伤
S45.001 创伤性腋动脉破裂
S45.101 创伤性肱动脉损伤
S45.200x002 肱静脉损伤
S45.201 创伤性腋静脉损伤
S45.300x001 肩和上臂浅表静脉损伤
S45.300x002 肩部浅表静脉损伤
S45.301 上臂浅表静脉损伤
S45.700x001 肩和上臂多处血管损伤
S45.701 上臂多发血管损伤
S45.800 在肩和上臂水平的其他血管损伤
S45.900x001 肩和上臂血管损伤
S55.000x001 前臂尺动脉损伤
S55.100x001 前臂桡动脉损伤
S55.101 创伤性桡动脉断裂
S55.200x001 前臂静脉损伤
S55.700x001 前臂多处血管损伤
S55.800 在前臂水平的其他血管损伤
S55.900x001 前臂血管损伤
S65.000x001 手部尺动脉损伤
S65.000x002 腕部尺动脉损伤
S65.100x001 腕部桡动脉损伤
S65.100x002 手部桡动脉损伤
S65.200 掌浅动静脉弓损伤
S65.300 掌深动静脉弓损伤
S65.400 拇指血管损伤
S65.401 创伤性拇指动脉破裂
S65.500 手指血管损伤,其他的
S65.501 创伤性指动脉破裂
S65.700x001 腕和手多处血管损伤
S65.800 在腕和手水平的其他血管损伤
S65.900x001 腕和手血管损伤
S75.000 股动脉损伤
S75.000x002 股浅动脉损伤
S75.000x003 股深动脉损伤
S75.000x004 创伤性股动脉瘤
S75.000x005 创伤性股假性动脉瘤
S75.001 创伤性股深动脉破裂
S75.100x001 股静脉损伤
S75.100x002 髋部股静脉损伤
S75.100x003 大腿股静脉损伤
S75.200 在髋和大腿水平的大隐静脉损伤
S75.200x001 大腿大隐静脉损伤
S75.700x001 髋部多处血管损伤
S75.700x002 大腿多处血管损伤
S75.800 在髋和大腿水平的其他血管损伤
S75.900x001 髋部血管损伤
S75.900x002 大腿血管损伤
S75.901 创伤性股动静脉瘘
S85.000 腘动脉损伤
S85.100x001 胫动脉损伤
S85.100x002 胫前动脉损伤
S85.101 胫后动脉损伤
S85.102 创伤性胫后动脉血栓形成
S85.200 腓动脉损伤
S85.300x001 小腿大隐静脉损伤
S85.400x001 小腿小隐静脉损伤
S85.500 腘静脉损伤
S85.700x001 小腿多处血管损伤
S85.800x001 胫后血管损伤
S85.801 创伤性胫后动静脉损伤
S85.900x001 小腿血管损伤
S95.000 足背动脉损伤
S95.100 足底动脉损伤
S95.200 足背静脉损伤
S95.700x001 踝和足多处血管损伤
S95.800 在踝和足水平的其他血管损伤
S95.900x001 踝和足血管损伤
T11.400 上肢血管的损伤
T13.400 下肢血管的损伤
T70.200x007 高原性心脏病
T79.100 脂肪栓塞(创伤性)
T79.101 脂肪栓塞综合征
T80.000 输注、输血和治疗性注射后的空气栓塞
T80.000x001 输注后空气栓塞
T80.100 输注、输血和治疗性注射后的血管并发症
T81.700x002 操作后脂肪栓塞
T81.700x003 操作后周围血管狭窄
T81.700x004 操作后动-静脉瘘
T81.700x005 皮瓣血管危象
T81.700x101 经皮球囊扩瓣术后冠状动脉分支闭塞
T81.700x102 经皮球囊扩瓣术后腹膜后血肿
T81.700x103 经皮球囊扩瓣术后穿刺血管血肿
T81.700x104 经皮球囊扩瓣术后穿刺假性动脉瘤
T81.700x105 经皮球囊扩瓣术后动静脉瘘
T81.700x201 射频消融术后冠状动脉分支闭塞
T81.700x202 射频消融术后腹膜后血肿
T81.700x203 射频消融术后穿刺血管血肿
T81.700x204 射频消融术后穿刺假性动脉瘤
T81.700x205 射频消融术后动静脉瘘
T81.700x301 心导管检查术后腹膜后血肿
T81.700x302 心导管检查术后穿刺血管血肿
T81.700x303 心导管检查术后穿刺假性动脉瘤
T81.700x304 心导管检查术后动静脉瘘
T81.700x308 心导管检查术后冠状动脉分支闭塞
T81.700x401 心导管造影术后冠状动脉分支闭塞
T81.700x402 心导管造影术后腹膜后血肿
T81.700x403 心导管造影术后穿刺血管血肿
T81.700x404 心导管造影术后穿刺假性动脉瘤
T81.700x405 心导管造影术后动静脉瘘
T81.701 操作后动脉血栓形成
T81.702 动静脉造瘘后静脉炎
T81.703 操作后的空气栓塞
T81.800x010 操作后心力衰竭
T82.000 心脏瓣膜假体的机械性并发症
T82.000x001 心脏瓣膜置换术后瓣膜故障
T82.000x002 心脏植入物脱落
T82.001 机械瓣膜置换术后瓣周漏
T82.002 二尖瓣机械瓣周漏
T82.003 主动脉机械瓣周漏
T82.100 心脏电子装置的机械性并发症
T82.100x002 起搏器起搏功能不良
T82.100x003 起搏器感知功能不良
T82.100x005 心房导线穿孔
T82.100x006 心室导线穿孔
T82.100x007 心脏电子装置电极导线绝缘层破裂
T82.100x008 心脏电子装置电极导线脱位
T82.100x009 心脏电子装置电极导线断裂
T82.100x010 除颤器起搏功能不良
T82.100x011 除颤器感知功能不良
T82.100x012 心脏电子装置周围组织慢性疼痛
T82.100x013 心脏电子装置囊袋血肿
T82.100x014 心脏电子装置囊袋积液
T82.100x015 心脏电子装置囊袋破溃
T82.101 心脏起搏器导线突出
T82.102 心脏起搏器电极功能异常
T82.103 心脏起搏器电极移位
T82.201 冠状动脉搭桥术机械性并发症
T82.202 瓣膜移植物机械性并发症
T82.300 血管移植物的机械性并发症，其他的
T82.301 主动脉移植物(置换)的机械性并发症
T82.302 动脉移植物的机械性并发症
T82.303 主动脉移植物（置换）术后内漏
T82.400 血管透析导管的机械性并发症
T82.401 静脉透析管阻塞
T82.500x001 心血管封堵器移位
T82.500x002 心血管封堵器渗漏
T82.500x003 心脏和血管装置植入物引起的机械性~~并发症
T82.500x003 心脏和血管装置植入物引起的机械性~~并发症
T82.501 下腔静脉支架脱落
T82.502 移植血管坏死
T82.503 室间隔缺损手术后残余漏
T82.504 房间隔缺损手术后残余漏
T82.600 心脏瓣膜假体引起的感染和炎症性反应
T82.600x001 心脏瓣膜假体引起的感染
T82.601 人工瓣膜心内膜炎
T82.700 心脏和血管装置、植入物和移植物引起的~~感染和炎症性反应，其他的
T82.702 人工血管感染
T82.703 心脏起搏器植入感染
T82.704 支架植入感染
T82.800x001 前臂动静脉瘘栓塞
T82.800x003 人工动静脉瘘闭塞
T82.800x004 人工动静脉瘘狭窄
T82.800x005 人工动静脉瘘血栓形成
T82.800x006 肾透析的移植血管血栓形成
T82.800x008 肾透析的人工血管血栓形成
T82.800x009 肾透析的血管通路血栓形成
T82.800x101 心脏和血管假体装置植入物和移植物~~引起的栓塞
T82.800x102 心脏和血管假体装置植入物和移植物~~引起的纤维化
T82.800x103 心脏和血管假体装置植入物和移植物~~引起的出血
T82.800x104 心脏和血管假体装置植入物和移植物~~引起的疼痛
T82.800x105 心脏和血管假体装置植入物和移植物~~引起的血管狭窄
T82.800x106 心脏和血管假体装置植入物和移植物~~引起的血栓形成
T82.800x201 经皮房缺-室缺矫治术后冠状动脉分~~支闭塞
T82.800x202 经皮房缺-室缺矫治术后腹膜后血肿
T82.800x203 经皮房缺-室缺矫治术后穿刺血管血~~肿
T82.800x204 经皮房缺-室缺矫治术后穿刺假性动~~脉瘤
T82.800x205 经皮房缺-室缺矫治术后动静脉瘘
T82.800x206 经皮房缺-室缺矫治术后冠状动脉撕~~裂
T82.800x207 经皮房缺-室缺矫治术后冠状动脉穿~~孔
T82.800x208 经皮房缺-室缺矫治术后冠状动脉急~~性闭塞
T82.800x301 经皮冠状动脉狭窄矫治术后腹膜后血~~肿
T82.800x302 经皮冠状动脉狭窄矫治术后穿刺血管~~血肿
T82.800x303 经皮冠状动脉狭窄矫治术后穿刺假性~~动脉瘤
T82.800x304 经皮冠状动脉狭窄矫治术后动静脉瘘
T82.800x305 经皮冠状动脉狭窄矫治术后冠状动脉~~撕裂
T82.800x306 经皮冠状动脉狭窄矫治术后冠状动脉~~穿孔
T82.800x307 经皮冠状动脉狭窄矫治术后冠状动脉~~急性闭塞
T82.800x308 经皮冠状动脉狭窄矫治术后冠状动脉~~分支闭塞
T82.800x401 股动脉支架内再狭窄
T82.800x402 腘动脉支架内再狭窄
T82.800x403 胫动脉支架内再狭窄
T82.800x404 腓动脉支架内再狭窄
T82.800x405 髂动脉支架内再狭窄
T82.800x406 腘动脉支架闭塞
T82.800x407 髂动脉支架闭塞
T82.800x408 股动脉支架闭塞
T82.800x409 为肾透析的肿胀手综合征
T82.800x410 为肾透析的动静脉内瘘高流量
T82.800x411 为肾透析的静脉导管功能不良
T82.801 下腔静脉滤器血栓形成
T82.803 操作中动静脉瘘
T82.804 动脉支架内血栓形成
T82.805 二尖瓣机械瓣膜老化
T82.806 腹主动脉支架内血栓形成
T82.807 颈内动脉支架植入后再狭窄
T82.808 静脉插管血栓形成
T82.809 人工血管闭塞
T82.810 人工血管吻合口狭窄
T82.811 人工血管血栓形成
T82.814 人工血管破裂
T82.900x001 心脏假体装置植入物和移植物的并发~~症
T82.900x002 血管假体装置植入物和移植物的并发~~症
T82.901 人工心脏瓣膜失常
T82.903 心脏起搏器失灵
T82.904 起搏器综合征
T86.200x001 心脏移植失败
T86.200x002 心脏移植排斥
T86.300x001 心肺移植失败
T86.300x002 心肺移植排斥
Z03.400 可疑心肌梗死的观察
Z03.500x001 可疑心血管病的观察
Z03.501 可疑冠心病观察
Z45.001 安装心脏起搏器
Z45.002 更换心脏起搏器
Z45.003 更换心脏起搏器电极
Z45.005 更换心脏起搏器脉冲发生器
Z45.006 起搏器安装术后调整
Z45.800x006 除颤器更换
Z52.700 供心者
